Artist,Birth,Death,Age,Alive?,Art Title,DoC,Currency,price,low_estimate,high_estimate,Sold,Est Accuracy,Dimentions,close date,Auction Title,relPop,relPopEarly,relPopChange,closeMonth,closeYear
sigmar polke ,1941,2010,69,0,Farbprobe (Auripigment) (Colour Test (Orpiment)),1982,USD,78750.0,68250.0,89250.0,1,0,0,13,POST-WAR AND CONTEMPORARY ART,,,,12,17
emil nolde ,1867,1956,89,0,"Marschlandschaft unter roten Wolken, Utenwarf",0,USD,361562.5,162500.0,237500.0,1,1,(32.7 x 43.7 cm.),07,IMPRESSIONIST/MODERN WORKS ON PAPER,,,,02,13
andy warhol ,1928,1987,59,0,Knives,1981,USD,4000.0,3000.0,5000.0,1,0,(10.8 x 8.9 cm.),21,First Open | Post-War & Contemporary Art,,,,07,21
arman ,1928,2005,77,0,Cube Violon Brisé,0,USD,10500.0,10500.0,15750.0,1,-1,(9 7/8 x 9 7/8 x 9 7/8 in.),06,ART CONTEMPORAIN - VENTE DU JOUR,,,,12,17
egon schiele ,1890,1918,28,0,Mann auf dem Bauch liegend,1910,USD,1171562.5,375000.0,500000.0,1,1,(48 x 31 cm.),07,IMPRESSIONIST/MODERN WORKS ON PAPER,,,,02,13
lucio fontana ,1899,1968,69,0,"Concetto spaziale, Attese",1967,USD,840000.0,682500.0,892500.0,1,0,0,03,POST WAR & CONTEMPORARY ART,,,,12,21
andré masson ,1896,1987,91,0,Le rêve d'une nonne,1973,USD,7031.25,6250.0,8750.0,1,0,(45.7 x 63.5 cm.),08,IMPRESSIONIST/MODERN,,,,02,13
guy taplin ,1938,0,84,1,Preening swan,0,USD,3125.0,2500.0,3750.0,1,0,(40.6 x 109.2 x 30.5 cm.),27,SPORTING AND WILDLIFE ART,,,,06,12
antonio saura ,1930,1998,68,0,Brigitte Bardot,0,USD,203175.0,126000.0,189000.0,1,1,(51 1/8 x 38 ¼ in.),04,ART CONTEMPORAIN VENTE DU SOIR,,,,06,15
eugène zak ,1884,1926,42,0,Les marionnettes,0,USD,109375.0,62500.0,87500.0,1,1,(60.7 x 73.5 cm.),28,IMPRESSIONIST AND MODERN ART DAY SALE,,,,02,19
gerhard richter ,1932,0,90,1,Loo Paper,1994,USD,34375.0,25000.0,37500.0,1,0,(71.5 x 66cm.),12,POST WAR AND CONTEMPORARY ART DAY AUCTION,,,,10,12
cyrus edwin dallin ,1861,1944,83,0,On the War Path,1914,USD,32500.0,30000.0,50000.0,1,0,0,07,American Art Online,,,,08,20
wilfrid gabriel de glehn,1870,1951,81,0,"The lagoon, Venice",0,USD,2343.75,2500.0,3750.0,1,-1,(39.4 x 49.6 cm.),03,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART; MARITIME ART; SPORTING & WILDLIFE ART",,,,12,15
alexander calder ,1898,1976,78,0,Untitled,1957,USD,2527500.0,2500000.0,4500000.0,1,0,(127 x 221 x 142.2 cm.),15,POST-WAR & CONTEMPORARY ART EVENING SALE,,,,11,16
thomas hart benton ,1889,1975,86,0,Ozark Autumn,0,USD,4869000.0,2000000.0,3000000.0,1,1,(52.7 x 81.3 cm.),21,AMERICAN ART,,,,05,15
pablo picasso ,1881,1973,92,0,Le dormeur,1956,USD,26250.0,26250.0,36750.0,1,-1,0,17,MODERN ART,,,,06,14
jean dubuffet ,1901,1985,84,0,Marche en campagne (Webel 1171),0,USD,5937.5,3750.0,6250.0,1,0,0,27,FIRST OPEN | EDITIONS,,,,10,16
victor brauner ,1903,1966,63,0,Personnage à la baignoire,0,USD,9375.0,7500.0,10000.0,1,0,(25.5 x 17.2 cm.),25,IMPRESSIONIST/MODERN WORKS ON PAPER,,,,06,14
allen jones ,1937,0,85,1,Spice (Lloyd 52),0,USD,2812.5,1000.0,1500.0,1,1,0,19,PRINTS & MULTIPLES,,,,09,13
rembrandt harmensz. van rijn ,1606,1669,63,0,The Flight into Egypt: crossing a Brook,0,USD,14062.5,10000.0,15000.0,1,0,0,29,PRINTS & MULTIPLES,,,,03,17
rené magritte ,1898,1967,69,0,Sans titre,0,USD,3750.0,5000.0,7500.0,1,-1,(21 x 16.2 cm.),28,IMPRESSIONIST AND MODERN WORKS ON PAPER,,,,02,19
sigmar polke ,1941,2010,69,0,Untitled,1989,USD,70312.5,62500.0,87500.0,1,0,(101 x 72.5cm.),29,FIRST OPEN | POST-WAR AND CONTEMPORARY ART | LONDON,,,,09,16
kees van bohemen ,1928,1986,58,0,Ochtendwandeling,1976,USD,21000.0,8400.0,12600.0,1,1,0,01,MODERN ART,,,,12,15
claude monet ,1840,1926,86,0,L'église à Vétheuil,1881,USD,3132500.0,1500000.0,2500000.0,1,1,(59.7 x 73.3 cm.),11,IMPRESSIONIST AND MODERN ART EVENING SALE INCLUDING PROPERTY FROM THE COLLECTION OF HERBERT AND ADELE KLAPPER,,,,11,18
michael ayrton ,1921,1975,54,0,Man at anvil,0,USD,8593.75,3750.0,6250.0,1,1,(21.6 x 29.2 cm.),14,MODERN BRITISH AND IRISH ART,,,,12,12
louis david saugy ,1871,1953,82,0,"Montée à l'alpage, 1945",0,USD,18360.0,15300.0,25500.0,1,0,(Lichtmass),30,SWISS ART,,,,05,16
niki de saint phalle ,1930,2002,72,0,Sagittarius vase,0,USD,27562.5,12600.0,18900.0,1,1,(23¼ x 27½ x 6¼ in.),26,"DAGNY ET JAN RUNNQVIST, GALERIE BONNIER, UN DEMI-SIÈCLE DE PASSION ET D'ENGAGEMENTS ARTISTIQUES",,,,10,13
gerhard richter ,1932,0,90,1,25.3.08,2008,USD,70312.5,25000.0,37500.0,1,1,(10 x 15cm.),12,POST-WAR AND CONTEMPORARY ART DAY AUCTION,,,,02,15
marcel duchamp ,1887,1968,81,0,Tutu,1909,USD,68750.0,20000.0,30000.0,1,1,(35.2 x 25 cm.),17,IMPRESSIONIST & MODERN ART WORKS ON PAPER SALE,,,,11,16
mark grotjahn ,1968,0,54,1,Untitled (Full Color Butterfly Up the Middle White Sides 748),2008,USD,612500.0,500000.0,700000.0,1,0,(196.9 x 121.3 cm.),16,POST-WAR & CONTEMPORARY ART AFTERNOON SESSION,,,,11,17
edward william cooke,1811,1880,69,0,"View across the Lagoon, Venice, sunset",0,USD,28125.0,25000.0,37500.0,1,0,(29.8 x 43.8 cm.),13,VICTORIAN & BRITISH IMPRESSIONIST ART,,,,12,12
pablo picasso ,1881,1973,92,0,Sans titre,0,USD,21875.0,12500.0,18750.0,1,1,(21.1 x 26.8 cm.),05,IMPRESSIONIST/MODERN WORKS ON PAPER,,,,02,14
henry taylor ,1958,0,64,1,Untitled,2004,USD,3125.0,2500.0,3750.0,1,0,(8.8 x 28.7 x 2.4cm.),19,First Open | Online,,,,09,19
georges hugnet ,1906,1974,68,0,Homme qui marche,1940,USD,1837.5,2100.0,3150.0,1,-1,0,01,UN UNIVERS SURRÉALISTE: SUCCESSION MYRTILLE ET GEORGES HUGNET,,,,12,15
stephan balkenhol ,1957,0,65,1,Man with Boat,1995,USD,62500.0,50000.0,70000.0,1,0,(233.7 x 69.9 x 48.3 cm.),18,First Open | Online,,,,12,19
damien hirst ,1965,0,57,1,Mickey,0,USD,50000.0,18750.0,25000.0,1,1,0,17,PRINTS & MULTIPLES: FIRST IMPRESSION,,,,09,15
albert marquet ,1875,1947,72,0,Le Grammont vu de Lausanne,1936,USD,37500.0,25000.0,37500.0,1,1,(21 x 30 cm.),28,IMPRESSIONIST AND MODERN ART DAY SALE,,,,06,17
paul klee ,1879,1940,61,0,Ausblick aus e. Wald,1914,USD,225000.0,200000.0,300000.0,1,0,(17.6 x 20.3 cm.),16,IMPRESSIONIST AND MODERN ART WORKS ON PAPER,,,,05,18
arnulf rainer ,1929,0,93,1,Rote Hand (Red Hand),1985,USD,118125.0,73500.0,105000.0,1,1,0,25,20th/21st Century: Amsterdam,,,,11,21
sir alfred james munnings. ,1878,1959,81,0,"Looking across the river Barle, Withypool, Devon",0,USD,53125.0,6250.0,10000.0,1,1,(50.5 x 60.9 cm.),12,"VICTORIAN, PRE RAPHAELITE & BRITISH IMPRESSIONIST ART",,,,03,15
maria spartali stillman ,1844,1927,83,0,"A lady with peacocks in a garden, an Italianate landscape beyond",0,USD,13281.25,6250.0,8750.0,1,1,(42.3 x 43.2 cm.),17,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",,,,06,14
kurt schwitters ,1887,1948,61,0,Ohne titel (Kork-Butterbrot),1937,USD,200000.0,70000.0,100000.0,1,1,(36.6 x 33.3 cm.),14,IMPRESSIONIST AND MODERN ART WORKS ON PAPER SALE,,,,11,17
pablo picasso ,1881,1973,92,0,Oiseau sur la branche (A.R. 175),1952,USD,4375.0,1250.0,2500.0,1,1,0,20,Picasso Ceramics Online,,,,06,19
giulio paolini ,1940,0,82,1,Untitled,1992,USD,4987.5,4200.0,6300.0,1,0,0,21,POST-WAR AND CONTEMPORARY ART,,,,04,16
guy bardone ,1927,0,95,1,Plage de la Costa Brava; and a companion painting,0,USD,4375.0,2000.0,3000.0,1,1,(54.6 x 31.8 cm.),28,INTERIORS,,,,08,13
pablo picasso ,1881,1973,92,0,Autoportrait,1955,USD,676200.0,210000.0,315000.0,1,1,0,20,COLLECTION GERARD VALKIER : A LIFETIME JOURNEY WITH ART.,,,,10,21
eddie martinez ,1977,0,45,1,Untitled,2007,USD,23750.0,8000.0,12000.0,1,1,(36.2 x 39.1 cm.),18,First Open,,,,08,20
max beckmann ,1884,1950,66,0,Tanzendes Paar,0,USD,4687.5,3750.0,6250.0,1,0,0,20,PRINTS AND MULTIPLES,,,,09,18
marc chagall ,1887,1985,98,0,L'Arbre,1956,USD,509000.0,400000.0,600000.0,1,0,(102 x 73.4 cm.),06,IMPRESSIONIST & MODERN WORKS ON PAPER SALE,,,,11,13
andré derain ,1880,1954,74,0,Bords de rivière,0,USD,4715000.0,4000000.0,6000000.0,1,0,(38.4 x 46 cm.),11,IMPRESSIONIST AND MODERN ART EVENING SALE,,,,11,19
joan mitchell ,1925,1992,67,0,Untitled,1957,USD,9087500.0,7000000.0,9000000.0,1,1,(206.3 x 275.6 cm.),17,POST-WAR AND CONTEMPORARY ART EVENING SALE,,,,05,18
andy warhol ,1928,1987,59,0,Jackie,1964,USD,799500.0,800000.0,1200000.0,1,-1,(50.5 x 40.6 cm.),16,POST-WAR & CONTEMPORARY ART MORNING SALE,,,,11,16
henri matisse ,1869,1954,85,0,Tête de femme au chapeau,0,USD,62500.0,50000.0,70000.0,1,0,(33.5 x 25.6 cm.),07,IMPRESSIONIST & MODERN WORKS ON PAPER INCLUDING PROPERTY FROM THE ESTATE OF EDGAR M. BRONFMAN,,,,05,14
maurice braun ,1877,1941,64,0,"Pond at Old Lyme, Connecticut",0,USD,20000.0,20000.0,30000.0,1,-1,(40.6 x 50.8 cm.),25,AMERICAN ART,,,,03,15
henry thomas alken ,1785,1851,66,0,Get out of the way Sir; This fence is like small pox; Clearing the ditch; and Across the fields,0,USD,1093.75,1000.0,1500.0,1,0,(20.4 x 25.9 cm.),09,SPORTING & WILDLIFE ART,,,,07,14
paul jacoulet ,1902,1960,58,0,Le Pacifique mysterieux. Mers du Sud (1951),0,USD,3750.0,3750.0,6250.0,1,-1,(47.6 x 36.5cm.),29,TOPOGRAPHICAL PICTURES INCLUDING SELECTIONS FROM THE KELTON COLLECTION,,,,10,19
louis h. grimshaw ,1870,1943,73,0,"The Mansion House, London",0,USD,96875.0,50000.0,75000.0,1,1,(29.5 x 44.4 cm.),14,"VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART",,,,12,16
pablo picasso ,1881,1973,92,0,Inès assise,0,USD,598500.0,375000.0,625000.0,1,0,(31.8 x 23.7 cm.),01,20TH/21ST CENTURY: LONDON EVENING SALE,,,,03,22
pablo picasso ,1881,1973,92,0,"Couple posant pour un peintre, from: Séries 347",0,USD,7812.5,1875.0,2500.0,1,1,0,28,Prints & Multiples,,,,09,21
yayoi kusama ,1929,0,93,1,Pumpkin,1980,USD,30000.0,6000.0,8000.0,1,1,(24.1 x 27.3 cm.),08,FIRST OPEN,,,,03,13
fernand léger ,1881,1955,74,0,Nid d'oiseaux avec panneau bleu,1943,USD,28125.0,25000.0,37500.0,1,0,(24 x 18 cm.),05,IMPRESSIONIST/MODERN WORKS ON PAPER,,,,02,14
tamuna sirbiladze ,1971,2016,45,0,Pickled Ass (from Map 3),2006,USD,2656.25,3750.0,6250.0,1,-1,(200 x 200cm.),19,First Open | Online,,,,09,2019
archibald thorburn ,1860,1935,75,0,Grouse shooting,0,USD,2500.0,1875.0,2500.0,1,1,(17.8 x 26.7 cm.),27,SPORTING & WILDLIFE ART,,,,11,13
henri matisse ,1869,1954,85,0,Catherinette,0,USD,15000.0,6000.0,8000.0,1,1,(370 x 285 mm.),22,Matisse on Paper: Prints & Drawings from the Estate of Jacquelyn Miller Matisse,,,,10,20
rob van koningsbruggen ,1948,0,74,1,Untitled,1974,USD,13125.0,8400.0,12600.0,1,1,0,21,POST-WAR AND CONTEMPORARY ART,,,,04,16
tamuna sirbiladze ,1971,2008,37,0,Untitled (From Map 2),2007,USD,3125.0,2500.0,3750.0,1,0,(189.6 x 200cm.),07,First Open: Post-War and Contemporary Art Online,,,,07,21
heinz mack ,1931,0,91,1,Dynamische Struktur (Dynamic Structure),1962,USD,234675.0,210000.0,315000.0,1,0,0,27,POST-WAR & CONTEMPORARY ART,,,,11,18
antonius höckelmann ,1937,2000,63,0,Sans titre,1961,USD,3937.5,525.0,735.0,1,1,0,20,COLLECTION GERARD VALKIER : A LIFETIME JOURNEY WITH ART.,,,,10,21
pablo picasso ,1881,1973,92,0,Femme se coiffant,0,USD,8448437.5,3125000.0,4375000.0,1,1,(81.2 x 65.3 cm.),27,IMPRESSIONIST AND MODERN ART EVENING SALE,,,,02,18
robert edward morrison ,1852,1925,73,0,Reverie,0,USD,8593.75,2500.0,5000.0,1,1,(30.5 x 40.7 cm.),08,"VICTORIAN, PRE RAPHAELITE & BRITISH IMPRESSIONIST ART, MARITIME ART, SPORTING & WILDLIFE ART",,,,07,15
bridget riley ,1931,0,91,1,Sequence Study; No 1,1975,USD,72100.0,40000.0,60000.0,1,1,(88.9 x 35.5 cm.),15,POST-WAR & CONTEMPORARY ART AFTERNOON SESSION,,,,11,12
edward burra ,1905,1976,71,0,O'Neill (The Barman),1932,USD,65625.0,31250.0,43750.0,1,1,(48.3 x 38.1 cm.),21,MODERN BRITISH AND IRISH ART DAY SALE,,,,10,21
henri martin ,1860,1943,83,0,Jeune femme nue,0,USD,68750.0,70000.0,100000.0,1,-1,(131.2 x 80.8 cm.),16,IMPRESSIONIST AND MODERN ART DAY SALE,,,,05,18
darren woodhead ,1971,0,51,1,Two ptarmigan; peregrine falcon; ptarmigan,0,USD,4062.5,1500.0,2250.0,1,1,(38.5 x 57.2 cm.),18,"The Astor Collection from Tillypronie, Aberdeenshire",,,,12,17
raymond pettibon ,1957,0,65,1,Untitled,0,USD,6250.0,6000.0,8000.0,1,0,(35.6 x 27.9 cm.),15,First Open | Online,,,,12,20
alighiero boetti ,1940,1994,54,0,Cinepresa e aste da microfono,0,USD,83475.0,10500.0,15750.0,1,1,(39 3/8 x 27 ½ in.),10,ART CONTEMPORAIN VENTE DU JOUR,,,,06,16
jasper johns ,1930,0,92,1,Flags I (ULAE 128),1973,USD,989000.0,250000.0,350000.0,1,1,(670 x 845 mm.),13,POST-WAR AND CONTEMPORARY MORNING SESSION,,,,11,13
horace fisher ,1861,1928,67,0,The orange sellers,0,USD,5625.0,5000.0,7500.0,1,0,(121.9 x 74.9 cm.),12,"VICTORIAN, PRE RAPHAELITE & BRITISH IMPRESSIONIST ART",,,,03,15
john cyril harrison ,1898,1985,87,0,A golden eagle in flight above a rocky landscape,0,USD,5000.0,1000.0,1500.0,1,1,(46.8 x 33 cm.),18,"The Astor Collection from Tillypronie, Aberdeenshire",,,,12,17
andy warhol ,1928,1987,59,0,Diana Ross and Barry Diller,1983,USD,4032.0,4000.0,6000.0,1,0,(25.4 x 20.3 cm.),31,The Andy Warhol Diaries,,,,03,22
antonio maria zanetti i,1680,1757,77,0,"The Interior of a Temple, or: The Pagans assemble around the Statue of Jupiter to worship",0,USD,3125.0,3750.0,5000.0,1,-1,(B. 40),15,Old Master Prints,,,,07,20
pablo picasso ,1881,1973,92,0,Françoise en soleil,0,USD,18750.0,18000.0,25000.0,1,0,(654 x 502 mm.),20,PRINTS AND MULTIPLES,,,,04,18
peter kuhfeld ,1952,0,70,1,"Enfilade towards the Grand Canal, Palazzo Barbaro",0,USD,5468.75,1250.0,2500.0,1,1,(53.4 x 42 cm.),19,"CHIEVELEY HOUSE, BERKSHIRE AND FIVE PRIVATE COLLECTIONS",,,,03,20
rene auberjonois ,1872,1957,85,0,"Lens, 1902",0,USD,14688.0,15300.0,20400.0,1,-1,0,05,SWISS ART,,,,12,16
sam francis ,1923,1994,71,0,Leo Rising (SFE 078),0,USD,6250.0,5000.0,7000.0,1,0,(908 x 451 mm.),27,CONTEMPORARY EDITION,,,,02,19
william pope.l ,1955,0,67,1,Gray People Fink Sunshine,2014,USD,8593.75,5000.0,7500.0,1,1,(26.7 x 22.9cm.),30,First Open: Post-War & Contemporary Art Online,,,,03,21
pablo picasso ,1881,1973,92,0,Pichet têtes (A.R. 221),1953,USD,10000.0,2500.0,3500.0,1,1,0,15,Picasso Ceramics Online,,,,11,21
mariano rodríguez ,1912,1990,78,0,Pelea de gallos,1942,USD,1087500.0,800000.0,1200000.0,1,0,(63.8 x 73.9 cm.),23,LATIN AMERICAN ART,,,,11,16
roger de la fresnaye ,1885,1925,40,0,"La conquête de l'air, avec deux personnages",1913,USD,2489025.0,1050000.0,1575000.0,1,1,0,24,ART IMPRESSIONNISTE ET MODERNE,,,,03,17
julian schnabel ,1951,0,71,1,Untitled (For Rose),1979,USD,3750.0,3000.0,5000.0,1,0,(89.5 x 73 cm.),17,FIRST OPEN: SUMMER EDITION,,,,07,13
francisco de goya y lucientes ,1764,1828,64,0,Los Desastres de la Guerra,0,USD,62500.0,12500.0,18750.0,1,1,(overall),19,PRINTS AND MULTIPLES,,,,09,17
ellsworth kelly ,1923,2015,92,0,Blue/Red-Orange,0,USD,6875.0,3000.0,5000.0,1,1,(632 x 635 mm.),01,FIRST OPEN | EDITIONS,,,,03,16
pablo picasso ,1881,1973,92,0,Tête de faune (A.R. 51),1948,USD,12500.0,5000.0,7000.0,1,1,0,20,Picasso Ceramics,,,,05,20
liu lui ,1957,0,65,1,Three Muses,1999,USD,184500.0,180000.0,270000.0,1,0,(60 x 48 in.),24,ASIAN AND WESTERN 20TH CENTURY & CONTEMPORARY ART,,,,10,14
pablo picasso ,1881,1973,92,0,"Sculpteurs, modèles et sculpture, from La Suite Vollard",0,USD,13750.0,7000.0,10000.0,1,1,(194 x 263 mm.),20,PRINTS AND MULTIPLES,,,,04,18
eero saarinen ,1910,1961,51,0,"TWO 'GRASSHOPPER' LOUNGE CHAIRS, DESIGNED 1950",0,USD,8750.0,4000.0,6000.0,1,1,0,13,JF CHEN COLLECTION,,,,02,18
pablo picasso ,1881,1973,92,0,Le modèle dans l'atelier,0,USD,4552500.0,3750000.0,5000000.0,1,0,(46.2 x 54.9 cm.),01,20TH/21ST CENTURY: LONDON EVENING SALE,,,,03,22
edzard koning ,1869,1954,85,0,Town view by night,0,USD,2625.0,1260.0,1680.0,1,1,0,12,NINETEEN TO NOW,,,,03,13
robert rauschenberg ,1925,2008,83,0,"Statue of Liberty, from New York, New York",0,USD,4000.0,3000.0,5000.0,1,0,(902 x 622 mm.),19,Contemporary Edition,,,,07,17
marc chagall ,1887,1985,98,0,La Nuit de Saint Paul,0,USD,4687.5,3125.0,4375.0,1,1,0,22,Prints & Multiples: Modern to Pop,,,,09,20
willem de kooning ,1904,1997,93,0,Untitled,1967,USD,40000.0,40000.0,60000.0,1,-1,(47.6 x 59.7 cm.),21,First Open | Post-War & Contemporary Art,,,,07,21
christopher wilmarth ,1943,1987,44,0,Normal Drawing,1971,USD,35000.0,10000.0,15000.0,1,1,(55.9 x 55.9 x 2.5 cm.),27,THE COLLECTION OF PAUL F. WALTER,,,,09,17
marcel duchamp ,1887,1969,82,0,"De ou par Marcel Duchamp ou Rrose Sélavy (La Boîte-en-valise), série F",0,USD,222075.0,210000.0,315000.0,1,0,(16 ¼ x 15 1/8 x 3 7/8 in.),18,SHE WAS A GIANT COLLECTION BÉNÉDICTE PESLE,,,,10,18
mary mccartney ,1969,0,53,1,Kate Unzipping,2004,USD,25000.0,1875.0,3125.0,1,1,(84.5 x 66cm.),15,The George Michael Collection Online Auction,,,,03,19
louis valtat ,1869,1952,83,0,Jeune femme à la marinière,1914,USD,5906.25,6300.0,8400.0,1,-1,0,29,IMPRESSIONIST & MODERN ART,,,,03,19
pablo picasso ,1881,1973,92,0,"Sculpteur et trois Danseuses sculptées, planche issue de la Suite Vollard (Bloch 217; Bear 421 B.d.)",0,USD,10500.0,6300.0,8400.0,1,1,0,29,COLLECTION WILLEM PEPPLER,,,,10,14
odilon redon ,1840,1916,76,0,Orchidée fantastique,0,USD,62500.0,20000.0,30000.0,1,1,(24.7 x 17.2 cm.),05,BETSY BLOOMINGDALE: A LIFE IN STYLE,,,,04,17
manolo millares ,1926,1972,46,0,El Inquisidor (The Inquisitor),1968,USD,218750.0,112500.0,150000.0,1,1,(101 x 82cm.),07,POST-WAR AND CONTEMPORARY ART DAY AUCTION,,,,03,18
john koch ,1909,1978,69,0,Red Shirt,1952,USD,12500.0,12000.0,18000.0,1,0,(25.4 x 20.3 cm.),18,AMERICAN ART,,,,05,21
auguste rodin ,1840,1917,77,0,"Tête de Balzac, derniere état, version au col coupé derrière l'oreille",1957,USD,47500.0,25000.0,35000.0,1,1,0,08,IMPRESSIONIST AND MODERN ART DAY SALE,,,,11,12
mimmo rotella ,1918,2006,88,0,Sans titre,1955,USD,31500.0,26250.0,36750.0,1,0,0,20,COLLECTION GERARD VALKIER : A LIFETIME JOURNEY WITH ART.,,,,10,21
théo van rysselberghe ,1862,1926,64,0,"Silhouette de Madame Georges Flé (Laure Flé) à Ambleteuse ; Laure Flé, Étude pour une composition",1901,USD,39375.0,31500.0,52500.0,1,0,0,23,ART MODERNE,,,,10,20
frederick h. evans (1853-1943,1853,1943,90,0,"Westminster Abbey, South Aisle and into Nave, 1911",0,USD,10000.0,8000.0,12000.0,1,0,(24.1 x 18.7cm.),06,PHOTOGRAPHS,,,,10,15
maximilien luce ,1858,1941,83,0,Jour de marché à Gisors (rue Cappeville),1897,USD,150937.5,42000.0,63000.0,1,1,0,29,IMPRESSIONIST & MODERN ART,,,,03,19
henry mayo bateman ,1887,1970,83,0,The Colonel in the Chair (i); The Colonel talks to the Exchange (ii),0,USD,9375.0,1500.0,2250.0,1,1,(60.7 x 48.2 cm.),20,ANNABEL'S,,,,11,18
henri matisse ,1869,1954,85,0,Coupe de pêches,0,USD,40000.0,20000.0,30000.0,1,1,(40.7 x 52.8 cm.),22,Matisse on Paper: Prints & Drawings from the Estate of Jacquelyn Miller Matisse,,,,10,20
le corbusier ,1887,1965,78,0,"Nature morte, carafe, verre, bouteille et dé",1955,USD,112500.0,90000.0,120000.0,1,0,(63.1 x 48 cm.),16,IMPRESSIONIST AND MODERN ART WORKS ON PAPER,,,,05,17
afro ,1912,1976,64,0,Santa Fe’,1964,USD,213125.0,187500.0,250000.0,1,0,(50 x 60cm.),16,THE ITALIAN SALE,,,,10,14
fernand léger ,1881,1955,74,0,Visage aux deux mains,1954,USD,14437.5,10500.0,15750.0,1,0,0,08,Art Contemporain et Design - vente online,,,,12,20
ellsworth kelly ,1923,2015,92,0,Untitled (Orange State III),0,USD,7500.0,5000.0,7000.0,1,1,(1171 x 1156 mm.),19,Contemporary Edition,,,,07,17
mark shaw ,1922,1969,47,0,"Audrey Hepburn, 1953",0,USD,4200.0,2100.0,3150.0,1,1,(19 3/8 x 13 5/8 in.),19,ICONS OF GLAMOUR & STYLE : THE CONSTANTINER COLLECTION,,,,06,19
francis picabia ,1879,1953,74,0,Sans titre,0,USD,75000.0,50000.0,87500.0,1,0,(63.2 x 48.5 cm.),28,IMPRESSIONIST AND MODERN WORKS ON PAPER,,,,02,19
christopher wood ,1901,1930,29,0,Two women,0,USD,4062.5,2500.0,5000.0,1,0,(24.1 x 20.3 cm.),21,MODERN BRITISH AND IRISH ART,,,,03,13
cuno amiet ,1868,1961,93,0,"Kleinkind, 1911",0,USD,22950.0,18360.0,25500.0,1,0,0,17,SWISS ART,,,,10,17
maynard dixon ,1875,1946,71,0,Study for 'Hopi Weaver',0,USD,11875.0,12000.0,18000.0,1,-1,(25.4 x 34.3 cm.),20,American Art Online,,,,11,19
fernand léger ,1881,1955,74,0,Cheval sur fond orange,0,USD,13125.0,10500.0,15750.0,1,0,0,21,ART MODERNE,,,,10,16
karel appel ,1921,2006,85,0,La Fleur et les oiseaux (The Flower and the Birds),1951,USD,322875.0,262500.0,367500.0,1,0,0,27,POST-WAR & CONTEMPORARY ART,,,,11,18
robert mangold ,1937,0,85,1,Untitled,1973,USD,933125.0,375000.0,625000.0,1,1,(182.8 x 182.8cm.),11,POST-WAR AND CONTEMPORARY ART EVENING AUCTION,,,,02,16
karl benjamin ,1925,2012,87,0,"#8, 1967",1967,USD,23437.5,18750.0,25000.0,1,0,(122.3 x 91.8cm.),25,FIRST OPEN/LDN,,,,09,14
lucio fontana ,1899,1968,69,0,"Concetto spaziale, Attese",1959,USD,1383125.0,750000.0,1000000.0,1,1,(90 x 80cm.),16,THE ITALIAN SALE,,,,10,15
ventura salimbeni ,1568,1613,45,0,The head and shoulders of a man,0,USD,4687.5,1000.0,1500.0,1,1,(18.7 x 20.7 cm.),06,"Old Master Works on Paper: Prints and Drawings for under £5,000",,,,12,18
adam fuss ,1961,0,61,1,"Untitled #883, 1998",0,USD,25000.0,25000.0,35000.0,1,-1,(83 x 75.5cm.),06,PHOTOGRAPHS,,,,10,15
sol lewitt ,1928,2007,79,0,Bands in Four Directions (Red/Blue),0,USD,3250.0,2000.0,3000.0,1,1,(229 x 229 mm.),27,CONTEMPORARY EDITION,,,,02,19
george elgar hicks ,1824,1914,90,0,Alone,0,USD,21875.0,7500.0,10000.0,1,1,(42.5 x 32.4 cm.),11,"BRITISH ART: VICTORIAN, PRE RAPHAELITE & BRITISH IMPRESSIONIST ART",,,,12,18
man ray ,1890,1976,86,0,La Poire d'Erik Satie,1969,USD,131250.0,21000.0,31500.0,1,1,0,02,MAN RAY ET LES SURRÉALISTES. COLLECTION LUCIEN ET EDMONDE TREILLARD,,,,03,21
joan miro ,1893,1983,90,0,"Untitled, Drawing-Collage",0,USD,242500.0,120000.0,180000.0,1,1,(46.8 x 63 cm.),08,IMPRESSIONIST AND MODERN WORKS ON PAPER,,,,11,12
james ensor ,1860,1949,89,0,"Les Masques scandalisés (Scandalized Masks) (D., Cr., T. 99; E. 101)",0,USD,3437.5,1875.0,2500.0,1,1,0,19,JAMES ENSOR PRINTS: THE MIRA JACOB COLLECTION,,,,03,14
christian marclay ,1955,0,67,1,Krak,2007,USD,12500.0,750.0,1000.0,1,1,(44 x 45.2cm.),15,The George Michael Collection Online Auction,,,,03,19
paul gauguin ,1848,1903,55,0,Portrait d'enfant,0,USD,130625.0,62500.0,100000.0,1,1,(15.7 x 21 cm.),03,IMPRESSIONIST & MODERN ART DAY SALE,,,,02,16
pablo picasso ,1881,1973,92,0,Banderilleros (A.R. 419),0,USD,13281.25,7500.0,10000.0,1,1,0,01,Picasso Ceramics Online,,,,03,19
mariano rodríguez ,1912,1990,78,0,Guajiros a caballo y mujer con sombrilla,1944,USD,52500.0,40000.0,60000.0,1,0,(61 x 55 cm.),24,LATIN AMERICAN ART,,,,05,18
