Artist,Birth,Death,Age,Alive?,Art Title,DoC,Currency,price,low_estimate,high_estimate,Sold,Est Accuracy,Dimentions,close date,Auction Title,relPop,relPopEarly,relPopChange,closeMonth,closeYear
moise kisling ,1891,1953,62,0,Nu,1931,USD,81250.0,40000.0,60000.0,1,1,(73 x 54 cm.),17,IMPRESSIONIST & MODERN ART DAY SALE,,,,11,16
george edward lodge ,1860,1954,94,0,Golden eagle on a branch,0,USD,2656.25,1500.0,2250.0,1,1,(34.6 x 24.7 cm.),18,"The Astor Collection from Tillypronie, Aberdeenshire",,,,12,17
helen frankenthaler ,1928,2011,83,0,Cinnamon Burn,1968,USD,663750.0,300000.0,500000.0,1,1,(304.8 x 208.2 cm.),16,POST-WAR & CONTEMPORARY MORNING SESSION,,,,05,13
sir john alfred arnesby brown,1866,1955,89,0,"The Round Tower, Haddiscoe",0,USD,26562.5,15000.0,22500.0,1,1,(66 x 91.4 cm.),13,VICTORIAN & BRITISH IMPRESSIONIST ART,,,,12,12
raymond pettibon ,1957,0,65,1,Untitled (But come up),1987,USD,9375.0,3750.0,6250.0,1,1,(35.3 x 27.7cm.),20,First Open Online,,,,09,18
keltie ferris ,1977,0,45,1,Ghost Trees,2018,USD,50000.0,30000.0,50000.0,1,1,(182.9 x 152.4 cm.),27,POST-WAR TO PRESENT,,,,09,18
robert rauschenberg ,1925,2008,83,0,Calendar,1962,USD,2741000.0,3000000.0,5000000.0,1,-1,(243.8 x 152.4 cm.),13,POST-WAR AND CONTEMPORARY ART EVENING SALE,,,,05,15
rembrandt harmensz. van rijn ,1606,1669,63,0,"Christ and the Woman of Samaria: an Arched print (Bartsch, Hollstein 70; Hind 294; New Hollstein 302)",70,USD,1718.75,1250.0,1875.0,1,0,0,04,500 YEARS OF PRINTMAKING,,,,12,13
"george howard, 9th earl of carlisle ",1843,1911,68,0,Study of a standing draped female figure,0,USD,2343.75,1250.0,1875.0,1,1,(31.1 x 15 cm.),13,VICTORIAN PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART,,,,12,17
karel appel ,1921,2006,85,0,Tétes dans Tempête (Heads in the Tempest),1960,USD,144375.0,126000.0,168000.0,1,0,0,24,POST-WAR AND CONTEMPORARY ART,,,,04,18
alberto giacometti ,1901,1966,65,0,Femme assise et verre à pied,0,USD,41895.0,21000.0,31500.0,1,1,0,31,OEUVRES MODERNES SUR PAPIER,,,,03,16
lucebert ,1924,1994,70,0,Untitled,0,USD,7276.5,4200.0,6300.0,1,1,0,26,20th/21st Century: Amsterdam,,,,04,22
odilon redon ,1840,1916,76,0,Visage-Germination,1888,USD,233000.0,100000.0,150000.0,1,1,(52.5 x 37.2 cm.),05,A DIALOGUE THROUGH ART: WORKS FROM THE JAN KRUGIER COLLECTION DAY SALE,,,,11,13
jack whitten ,1939,2018,79,0,Virgin Space Loop #19,2012,USD,87500.0,60000.0,80000.0,1,1,(30.5 x 30.5 cm.),16,POST-WAR AND CONTEMPORARY ART AFTERNOON SESSION,,,,05,19
nicolas party ,1980,0,42,1,Still Life No 103,2012,USD,10625.0,2500.0,3750.0,1,1,(16.5 x 22.2cm.),28,POST-WAR TO PRESENT,,,,06,18
samuel holburn fyfe ,1822,1905,83,0,The clipper John R. Worcester outward-bound from the Clyde off Pladda Island,0,USD,3906.25,3125.0,4375.0,1,0,(71 x 111.8 cm.),05,MARITIME ART,,,,06,14
pedro friedeberg ,1936,0,86,1,Pair of Hand Chairs,0,USD,18750.0,15000.0,20000.0,1,0,(86.4 x 48.3 x 50.8 cm.),30,Latin American Art Online,,,,05,18
gunther gerzso ,1915,2000,85,0,Trópico calizo,1992,USD,137500.0,70000.0,90000.0,1,1,(81.3 x 100.3 cm.),30,LATIN AMERICAN ART,,,,07,20
brassaï ,1899,1950,51,0,"Graffiti (Serie IV, Masques et Visages), 1935-1950",0,USD,18750.0,10000.0,15000.0,1,1,(40 x 30.4 cm.),14,The Unseen Eye: Photographs from the W.M. Hunt Collection,,,,10,20
andy warhol ,1928,1987,59,0,Marilyn Monroe (Marilyn): one print,0,USD,187500.0,100000.0,150000.0,1,1,(914 x 914 mm.),22,PRINTS & MULTIPLES,,,,10,21
arman ,1928,2005,77,0,Sans titre,0,USD,787.5,1260.0,1890.0,1,-1,(13 5/8 x 21¼ in.),26,"DAGNY ET JAN RUNNQVIST, GALERIE BONNIER, UN DEMI-SIÈCLE DE PASSION ET D'ENGAGEMENTS ARTISTIQUES",,,,10,13
andy warhol ,1928,1987,59,0,Marilyn Monroe (Marilyn): one print,0,USD,100000.0,80000.0,120000.0,1,0,(914 x 914 mm.),23,PRINTS & MULTIPLES,,,,10,19
pablo picasso ,1881,1973,92,0,Verve,0,USD,68750.0,30000.0,50000.0,1,1,(35.6 x 26.5 cm.),16,IMPRESSIONIST AND MODERN ART WORKS ON PAPER,,,,05,18
walter leblanc ,1932,1986,54,0,Twisted Strings TX. 171,1971,USD,87937.5,73500.0,94500.0,1,0,0,01,POST-WAR & CONTEMPORARY ART,,,,05,19
bernard buffet ,1928,1999,71,0,Compotier sur un plateau,1991,USD,91562.5,75000.0,100000.0,1,0,(73 x 92 cm.),21,IMPRESSIONIST/MODERN DAY SALE,,,,06,12
jean paul riopelle ,1923,2002,79,0,P.M.12,1960,USD,595350.0,52500.0,73500.0,1,1,0,13,COLLECTION JACQUELINE MATISSE MONNIER,,,,04,22
gavin turk ,1967,0,55,1,Cave,1997,USD,62500.0,50000.0,75000.0,1,0,(on the reverse),30,POST-WAR AND CONTEMPORARY ART DAY AUCTION,,,,06,16
paul cezanne ,1839,1906,67,0,Autoportrait,0,USD,1718.75,1500.0,2250.0,1,0,(and similar),04,PRINTS & MULTIPLES,,,,12,14
tom wesselmann ,1931,2004,73,0,Monica with Wesselmann,1992,USD,234375.0,150000.0,225000.0,1,1,(162.5 x 122.5cm.),07,POST-WAR AND CONTEMPORARY ART DAY AUCTION,,,,10,17
d'apres piet mondrian ,1872,1944,72,0,Mondrian,0,USD,6562.5,5250.0,7350.0,1,0,0,09,Collection Greta Stroeh : Hommage à Arp,,,,06,20
andy warhol ,1928,1987,59,0,Knives,1981,USD,3015000.0,1600000.0,2000000.0,1,1,(228.6 x 177.8 cm.),14,POST-WAR AND CONTEMPORARY ART MORNING SESSION,,,,11,19
francis bacon ,1909,1992,83,0,Two Men Working in a Field,1971,USD,13403125.0,8750000.0,12500000.0,1,1,(198 x 147cm.),30,POST-WAR AND CONTEMPORARY ART EVENING AUCTION,,,,06,15
lynn chadwick,1914,2003,89,0,Sitting Figures on Stripes,0,USD,5000.0,1875.0,3125.0,1,1,(19 x 28.2 cm.),11,MODERN BRITISH ART DAY SALE,,,,07,13
giorgio de chirico ,1888,1978,90,0,i) Il primo a traversarlo fu l'Ippogrifo quando portò Ruggero... ii) ... Ma quasi in grembo a Ruggero,0,USD,15625.0,15000.0,22500.0,1,0,(21 x 15.5 cm.),06,IMPRESSIONIST AND MODERN WORKS ON PAPER,,,,02,20
emil nolde ,1867,1956,89,0,Porträt eines Mädchens (schwarzes Haar),0,USD,200000.0,80000.0,120000.0,1,1,(47.1 x 36 cm.),12,IMPRESSIONIST AND MODERN ART WORKS ON PAPER,,,,11,18
alighiero boetti ,1940,1994,54,0,Mappa,1990,USD,2167500.0,800000.0,1200000.0,1,1,(120.5 x 224.8 cm.),15,POST-WAR & CONTEMPORARY ART EVENING SALE,,,,11,16
alberto giacometti ,1901,1966,65,0,Portrait de Soshana,1958,USD,46875.0,25000.0,37500.0,1,1,(51.2 x 32.8 cm.),23,IMPRESSIONIST & MODERN ART WORKS ON PAPER,,,,06,16
"j. child, circa 1810",1759,1806,47,0,"Bust of William Pitt the Younger (1759-1806), en brunaille",0,USD,781.25,1250.0,1875.0,1,-1,(73.2 x 66 cm.),21,Jasper Conran: The Collection Part II,,,,09,21
wifredo lam ,1902,1982,80,0,Untitled (Personnages),1958,USD,43750.0,25000.0,30000.0,1,1,(58.4 x 90 cm.),21,LATIN AMERICAN ART,,,,11,19
howard hodgkin ,1932,2016,84,0,"As you'd been wont - Wantonly Wantonly Eros Past, from: The Way We Live Now",0,USD,1562.5,1250.0,1875.0,1,0,0,26,Contemporary Edition,,,,09,18
andy warhol ,1928,1987,59,0,Flowers,1964,USD,8411750.0,6000000.0,9000000.0,1,0,(60.9 x 60.9 cm.),15,POST-WAR & CONTEMPORARY EVENING SALE,,,,05,13
georges braque ,1882,1963,81,0,L'aquarium bleu,1960,USD,725000.0,300000.0,400000.0,1,1,(76.5 x 106.4 cm.),15,IMPRESSIONIST AND MODERN DAY SALE INCLUDING PROPERTY FROM THE JOHN C. WHITEHEAD COLLECTION,,,,05,15
juan gris ,1887,1927,40,0,La Conferencia,1908,USD,336500.0,40000.0,60000.0,1,1,(45 x 31.5 cm.),10,"THE COLLECTION OF PEGGY AND DAVID ROCKEFELLER: FINE ART, DAY SALE",,,,05,18
henry moore ,1898,1986,88,0,Apple Orchard in Winter,1977,USD,32500.0,15000.0,20000.0,1,1,(21.9 x 28.2 cm.),13,IMPRESSIONIST & MODERN ART WORKS ON PAPER,,,,05,16
paul delvaux ,1897,1994,97,0,Les Trois femmes,1967,USD,15750.0,15750.0,21000.0,1,-1,0,28,"OEUVRES MODERNES SUR PAPIER, INCLUANT DES OEUVRES DE LA COLLECTION JEAN BONNA",,,,03,19
christo ,1935,2020,85,0,"The Pont Neuf, Wrapped (Project for Paris)",1985,USD,183750.0,84000.0,126000.0,1,1,(i),03,POST WAR & CONTEMPORARY ART,,,,06,21
sam francis ,1923,1994,71,0,Untitled,1969,USD,32500.0,30000.0,40000.0,1,0,(104.7 x 74.9 cm.),04,FIRST OPEN | POST-WAR AND CONTEMPORARY ART,,,,03,16
richard caldicott ,1962,0,60,1,Untitled #61,1998,USD,10156.25,1875.0,3125.0,1,1,(127 x 101.6cm.),15,The George Michael Collection Online Auction,,,,03,19
wolf kahn ,1927,0,95,1,Sauna Hut,1989,USD,6250.0,6000.0,8000.0,1,0,(56.5 x 75.6 cm.),22,American Art Online,,,,05,18
tony cragg ,1949,0,73,1,Points of View,0,USD,111562.5,84000.0,126000.0,1,0,0,26,Post-War & Contemporary Art Online,,,,11,20
hendrik willem mesdag ,1831,1915,84,0,Bomschuiten in the surf near the coast of Scheveningen,1870,USD,51450.0,42000.0,63000.0,1,0,0,05,IMPRESSIONIST AND MODERN ART,,,,06,12
léonard tsuguharu foujita ,1886,1968,82,0,Portrait présumé de Jean Cocteau,1916,USD,7875.0,6300.0,8400.0,1,0,0,31,OEUVRES MODERNES SUR PAPIER,,,,03,16
lucio fontana ,1899,1968,69,0,"Concetto spaziale, Natura",0,USD,127575.0,52500.0,73500.0,1,1,(10 5/8 x 8 5/8 x 9 7/8 in.),05,ART CONTEMPORAIN,,,,06,13
jeffrey steele ,1931,0,91,1,Lolovo,1964,USD,17968.75,10000.0,15000.0,1,1,(30.5 x 40.7 cm.),20,MODERN BRITISH ART DAY SALE,,,,11,18
beauford delaney ,1901,1979,78,0,Abstraction No. 4,0,USD,387000.0,100000.0,150000.0,1,1,(129.5 x 96.8 cm.),28,POST-WAR TO PRESENT,,,,02,19
henry moore ,1898,1986,88,0,Seated Figures (recto and verso),1950,USD,75000.0,50000.0,70000.0,1,1,(29 x 23.6 cm.),14,IMPRESSIONIST AND MODERN ART WORKS ON PAPER SALE,,,,11,17
diego rivera ,1886,1957,71,0,Niña con flores amarillas,1950,USD,106250.0,60000.0,80000.0,1,1,(38.7 x 27.9 cm.),21,LATIN AMERICAN ART,,,,11,18
albert lebourg ,1849,1928,79,0,La Mère et l'enfant sur un banc,0,USD,5250.0,2100.0,3150.0,1,1,0,18,ART MODERNE,,,,10,19
yves saint laurent ,1936,2008,72,0,Untitled,0,USD,75000.0,3750.0,5000.0,1,1,(27.1 x 21.4cm.),19,First Open: Post-War & Contemporary Art Online,,,,10,21
francisco zúñiga ,1912,1998,86,0,Coloquio,1979,USD,150000.0,150000.0,200000.0,1,-1,(119.4 x 182.9 x 97.2 cm.),13,LATIN AMERICAN ART,,,,11,20
patrick heron ,1920,1999,79,0,"Two Blue Areas, One Red Disc : February 1962",0,USD,59375.0,25000.0,37500.0,1,1,(25.7 x 35.9 cm.),21,MODERN | BRITISH ART,,,,11,19
sir peter blake,1932,0,90,1,Calendar: February,0,USD,12500.0,6250.0,10000.0,1,1,(14.9 x 10.5 cm.),26,"MODERN BRITISH AND IRISH ART DAY SALE, LONDON",,,,06,15
moise kisling ,1891,1953,62,0,Vase de fleurs,1947,USD,56250.0,40000.0,60000.0,1,0,(39.8 x 33.2 cm.),17,IMPRESSIONIST & MODERN ART DAY SALE,,,,11,16
robert motherwell ,1915,1991,76,0,Djarum,0,USD,8125.0,2000.0,3000.0,1,1,(813 x 533 mm.),08,Robert Motherwell Prints from the Dedalus Foundation,,,,10,20
erich heckel ,1883,1970,87,0,Three Nudes in a Forest,1923,USD,14062.5,10000.0,15000.0,1,0,(15.5 x 10.5 cm.),19,IMPRESSIONIST AND MODERN WORKS ON PAPER,,,,06,19
joseph cornell ,1903,1972,69,0,Untitled (Glass Bell),0,USD,1205000.0,500000.0,700000.0,1,1,(40 x 21.9 x 21.9 cm.),13,POST-WAR AND CONTEMPORARY EVENING SALE,,,,05,14
henri matisse ,1869,1954,85,0,Nu au Collier,0,USD,6250.0,2500.0,3750.0,1,1,0,17,Modern Edition Online,,,,05,18
eric manigaud ,1971,0,51,1,Portrait Clinique #11 (Clinical Portrait #11),2010,USD,3437.5,3750.0,6250.0,1,-1,(173 x 138cm.),28,Handpicked: 100 Works Selected by the Saatchi Gallery,,,,05,20
pablo picasso ,1881,1973,92,0,Motifs n° 45 (A.R. 465),1963,USD,7031.25,5000.0,7500.0,1,0,0,17,Picasso Ceramics,,,,09,20
fernand léger ,1881,1955,74,0,Étude pour «Femmes au perroquet»,1940,USD,78225.0,73500.0,105000.0,1,0,0,21,ART MODERNE,,,,10,16
magdalena abakanowicz ,1930,2017,87,0,Back,1984,USD,32500.0,15000.0,20000.0,1,1,(65.4 x 55.6 x 55.9 cm.),17,First Open | Online,,,,07,19
pablo picasso ,1881,1973,92,0,"Le Repos du Sculpteur, IV, from La Suite Vollard",0,USD,16250.0,12000.0,18000.0,1,0,(194 x 270 mm.),24,PRINTS AND MULTIPLES,,,,10,14
adam mcewen ,1965,0,57,1,Commission #2: Friedrich (15),2011,USD,32500.0,18000.0,25000.0,1,1,(50.8 x 71.1 cm.),08,FIRST OPEN,,,,03,13
gerald leslie brockhurst ,1890,1978,88,0,Adolescence (Kathleen Nancy Woodward),0,USD,14062.5,8750.0,12500.0,1,1,0,18,PRINTS & MULTIPLES,,,,09,19
mary fedden,1915,2012,97,0,Jocelyn's Egg Stand,0,USD,50000.0,18750.0,31250.0,1,1,(76.2 x 91.4 cm.),20,MODERN BRITISH AND IRISH ART,,,,03,14
alighiero boetti ,1940,1994,54,0,Mappa,1979,USD,1083125.0,562500.0,812500.0,1,1,(92 x 130cm.),11,EYES WIDE OPEN: AN ITALIAN VISION,,,,02,14
francisco de goya y lucientes ,1746,1828,82,0,Out hunting for teeth (A caza de dientes) Plate 12 from: Los Caprichos,0,USD,3750.0,3000.0,5000.0,1,0,(213 x 149 mm.),23,The Sleep of Reason: Francisco Goya’s Los Caprichos,,,,10,20
gunther gerzso ,1915,2000,85,0,Personaje,1989,USD,8125.0,6000.0,8000.0,1,1,(32.1 x 18.1 cm.),18,Latin American Art Online,,,,11,20
zygmund menkes ,1896,1986,90,0,Music,0,USD,6250.0,4375.0,5625.0,1,1,(61.5 x 50.8 cm.),25,IMPRESSIONIST/MODERN,,,,10,12
michelangelo pistoletto ,1933,0,89,1,Il Presente. Figura su sfondo nero V (The Present. Figure on a Black Ground V),1961,USD,753125.0,437500.0,687500.0,1,1,(200 x 150cm.),11,POST-WAR AND CONTEMPORARY ART EVENING AUCTION,,,,02,16
peter alma ,1886,1969,83,0,A still life with a cup and jars,1916,USD,10500.0,10500.0,15750.0,1,-1,0,10,MODERN ART,,,,12,13
louis roy ,1862,1907,45,0,Paysanne à la moisson,1891,USD,49875.0,31500.0,52500.0,1,0,0,29,IMPRESSIONIST & MODERN ART,,,,03,19
george grosz ,1893,1959,66,0,Der Kaiser,0,USD,25000.0,6000.0,8000.0,1,1,(30.5 x 19.7 cm.),11,Form and Fantasy,,,,06,20
sanyu ,1901,1966,65,0,Femme nue aux longues jambes,0,USD,55125.0,21000.0,31500.0,1,1,0,03,POST WAR & CONTEMPORARY ART,,,,06,21
andré lhote ,1885,1962,77,0,"Étude pour ""Léda""",1932,USD,81375.0,52500.0,73500.0,1,1,0,18,ART MODERNE,,,,10,18
grayson perry ,1960,0,62,1,Untitled,0,USD,4687.5,3750.0,6250.0,1,0,(10 x 20.3 x 20.3cm.),12,POST-WAR AND CONTEMPORARY ART,,,,09,12
max ernst ,1891,1976,85,0,Ohne Titel,0,USD,5937.5,5000.0,7500.0,1,0,(33.5 x 26.5 cm.),01,Modern Edition: Works on Paper and Prints,,,,07,20
"stanhope alexander forbes, n.e.a.c. ",1857,1947,90,0,Desirée at the Piano,0,USD,5937.5,3750.0,6250.0,1,0,(46.4 x 31.8 cm.),12,VICTORIAN & BRITISH IMPRESSIONIST ART,,,,07,12
daan van golden ,1936,2017,81,0,Untitled,1960,USD,6562.5,3150.0,5250.0,1,1,0,18,Post-War & Contemporary Art: Amsterdam,,,,06,20
rufino tamayo ,1899,1991,92,0,Personajes con pájaros,1988,USD,5625.0,5000.0,7000.0,1,0,(111.1 x 90.2 cm.),28,Latin American Art Online,,,,11,18
laurence stephen lowry,1887,1976,89,0,Beach Scene,0,USD,203125.0,162500.0,225000.0,1,0,(26 x 35.5 cm.),02,People Watching: The Art of L.S. Lowry,,,,07,20
graham bell ,1910,1943,33,0,The Painter's Hand with Bay Leaves,1938,USD,2187.5,1875.0,2500.0,1,0,(25.3 x 35.6 cm.),23,Modern/British & Irish Art,,,,11,18
william scott,1913,1989,76,0,Six Pears and Grapes,1974,USD,171875.0,100000.0,150000.0,1,1,(63.5 x 76.2 cm.),02,MODERN BRITISH ART DAY SALE,,,,03,21
shara hughes ,1981,0,41,1,Secret Office,2010,USD,265625.0,31250.0,43750.0,1,1,(152.7 x 121.9cm.),05,POST-WAR AND CONTEMPORARY ART DAY AUCTION,,,,10,19
günther förg ,1952,2013,61,0,Untitled,1997,USD,55125.0,47250.0,57750.0,1,0,0,12,POST-WAR AND CONTEMPORARY ART,,,,04,17
james mcneill whistler ,1834,1903,69,0,"Bridge, Amsterdam",1989,USD,81250.0,60000.0,80000.0,1,1,(165 x 242 mm.),24,PRINTS AND MULTIPLES,,,,04,14
inez van lamsweerde  and vinoodh matadin ,1963,0,59,1,"Kate/Bride, 'W' Magazine, 2003",0,USD,23750.0,10000.0,15000.0,1,1,(55.3 x 43cm.),29,TRIPLE XXX: PHOTOGRAPHS FROM THE COLLECTION OF DON SANDERS,,,,09,14
samuel john lamorna birch ,1869,1955,86,0,"The gorge from Tillyfourie gates on the Don, Aberdeenshire",0,USD,8593.75,7500.0,10000.0,1,0,(50.8 x 76.2 cm.),19,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",,,,06,14
sir william russell flint. ,1880,1969,89,0,Alycia reclining,0,USD,39062.5,25000.0,37500.0,1,1,(22.2 x 36.8 cm.),11,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",,,,12,14
bob thompson ,1937,1966,29,0,Judgement of Paris (Cranach),1963,USD,50000.0,18000.0,25000.0,1,1,(25.4 x 20.3 cm.),17,FIRST OPEN: SUMMER EDITION,,,,07,13
archibald thorburn ,1860,1935,75,0,"On the river, winter",0,USD,28125.0,6250.0,10000.0,1,1,(35.6 x 26.7 cm.),12,SPORTING & WILDLIFE ART,,,,12,12
pablo picasso ,1881,1973,92,0,Ovale à l'oeil B (A.R. 624),0,USD,2750.0,700.0,1000.0,1,1,(15 x 15 cm.),07,Picasso Ceramics,,,,12,20
amy sillman ,1955,0,67,1,B,2007,USD,171875.0,150000.0,225000.0,1,0,(114.3 x 99cm.),05,POST WAR AND CONTEMPORARY ART DAY AUCTION,,,,10,18
raoul dufy ,1877,1953,76,0,Voiliers dans le port de Deauville,1935,USD,314500.0,300000.0,500000.0,1,0,(65 x 81.3 cm.),08,IMPRESSIONIST AND MODERN ART DAY SALE,,,,11,12
lucio fontana ,1899,1968,69,0,Concetto spaziale,1965,USD,281250.0,225000.0,312500.0,1,0,(25 x 25 x 25cm.),12,POST-WAR AND CONTEMPORARY ART EVENING SALE,,,,02,20
tom wesselmann ,1931,2004,73,0,Nude (For Sedfre),0,USD,5625.0,5000.0,8000.0,1,0,(429 x 584 mm.),21,Contemporary Edition,,,,09,17
rembrandt harmensz. van rijn ,1606,1669,63,0,Man at a Desk wearing a Cross and Chain,0,USD,10937.5,10000.0,15000.0,1,0,0,14,OLD MASTER PRINTS,,,,12,17
francis bacon ,1909,1992,83,0,House in Barbados,1952,USD,751562.5,750000.0,1000000.0,1,0,(66.2 x 55cm.),27,POST-WAR AND CONTEMPORARY ART EVENING AUCTION,,,,06,12
marc chagall ,1887,1985,98,0,Fleurs de Vence ou Lilas sur Vence  ,1954,USD,1135937.5,562500.0,812500.0,1,1,(72.9 x 63.7 cm.),21,IMPRESSIONIST AND MODERN ART DAY SALE,,,,06,18
raymond hains ,1926,2005,79,0,Untitled,1958,USD,26250.0,8400.0,12600.0,1,1,0,25,The Curator’s Eye: The Collection of Professor Dr Karin von Maur,,,,05,21
d'après alexander calder ,1898,1976,78,0,"Les quatre disques noirs, Le modèle crée en 1971 édition Pinton frères",1971,USD,42000.0,6300.0,8400.0,1,1,0,08,Art Contemporain et Design - vente online,,,,12,20
joseph christian leyendecker ,1874,1951,77,0,Arrow Collar Man,0,USD,50000.0,20000.0,30000.0,1,1,(40.6 x 30.5 cm.),21,AMERICAN ART,,,,05,15
sol lewitt ,1928,2007,79,0,Five Open Geometric Sculptures,1979,USD,167343.75,100000.0,150000.0,1,1,(33.9 x 228.6 x 64.5cm.),25,POST-WAR AND CONTEMPORARY ART EVENING AUCTION,,,,06,13
richard diebenkorn ,1922,1993,71,0,Untitled,1979,USD,250000.0,200000.0,300000.0,1,0,(93 x 74.6 cm.),27,POST-WAR TO PRESENT,,,,09,19
jean dubuffet ,1901,1985,84,0,Heaume No. 2,1971,USD,68750.0,60000.0,80000.0,1,0,(30.8 x 43.2 x 29.5 cm.),03,POST-WAR AND CONTEMPORARY ART,,,,03,17
thomas downing ,1928,1985,57,0,MIANDRIVAZO,1972,USD,27500.0,20000.0,30000.0,1,0,(188 x 396.2 cm.),20,First Open | Post-War & Contemporary Art,,,,07,17
giorgio de chirico ,1888,1978,90,0,Una camera nel museo,0,USD,318125.0,250000.0,375000.0,1,0,(46.7 x 55.2cm.),16,THE ITALIAN SALE,,,,10,14
nigel cooke ,1973,0,49,1,Silva Bereft,2003,USD,37500.0,25000.0,37500.0,1,1,(183 x 244cm.),20,First Open Online,,,,09,18
andre derain ,1880,1954,74,0,"T. Petronius Arbiter, Le Satyricon, Aux dépens d'un amateur, Paris, 1951",0,USD,1250.0,3000.0,5000.0,1,-1,(there were also 26 artist's proof copies lettered A-Z),25,PRINTS & MULTIPLES,,,,07,12
martin kippenberger  & albert oehlen ,1954,0,68,1,Untitled,1983,USD,5250.0,4200.0,6300.0,1,0,0,25,20th/21st Century: Amsterdam,,,,11,21
pablo picasso ,1881,1973,92,0,Mandoline sur une table,1922,USD,4212500.0,4000000.0,6000000.0,1,0,(82.2 x 100.4 cm.),11,IMPRESSIONIST AND MODERN ART EVENING SALE INCLUDING PROPERTY FROM THE COLLECTION OF HERBERT AND ADELE KLAPPER,,,,11,18
philibert cockx ,1879,1949,70,0,La dame en bleu,1918,USD,53970.0,42000.0,63000.0,1,0,0,05,IMPRESSIONIST AND MODERN ART,,,,06,12
salvador dali ,1904,1989,85,0,CEil et lèvres,0,USD,130500.0,105000.0,150000.0,1,0,(3 x 5 in.),24,ASIAN AND WESTERN 20TH CENTURY & CONTEMPORARY ART,,,,10,14
pablo picasso ,1881,1973,92,0,"Modèle et grande sculpture de dos, from: La Suite Vollard",0,USD,13281.25,7500.0,10000.0,1,1,0,16,Modern Edition,,,,05,19
armand guillaumin ,1841,1927,86,0,La Seine à Ivry,0,USD,8137.5,8400.0,12600.0,1,-1,0,29,IMPRESSIONIST & MODERN ART,,,,03,19
keith haring ,1958,1990,32,0,Pop Shop I: one print,0,USD,23750.0,15000.0,20000.0,1,1,(260 x 340 mm.),16,PRINTS & MULTIPLES,,,,04,21
mary bauermeister ,1934,0,88,1,Peng-Cil,1966,USD,162500.0,40000.0,60000.0,1,1,(63.2 x 63.2 x 13.7 cm.),05,POST-WAR TO PRESENT,,,,03,20
"sir william orpen, r.h.a. ",1878,1931,53,0,Night,0,USD,148437.5,62500.0,100000.0,1,1,(91.4 x 71.1 cm.),20,ANNABEL'S,,,,11,18
simon hantai ,1922,2008,86,0,Panse,0,USD,43890.0,21000.0,31500.0,1,1,(27 3/8 x 21 in.),01,ART CONTEMPORAIN,,,,06,12
jack lorimer gray ,1927,1981,54,0,Brooklyn Bridge with New York Skyline,0,USD,16250.0,15000.0,25000.0,1,0,(66 x 91.4 cm.),22,American Art Online,,,,05,19
robert william wood ,1889,1979,90,0,Bluebonnets,0,USD,16250.0,6000.0,8000.0,1,1,(71.1 x 91.4 cm.),20,American Art Online,,,,11,18
jorge jiménez deredia ,1954,0,68,1,Arrullo,2010,USD,47500.0,40000.0,60000.0,1,0,(50.8 x 82.6 x 49.5 cm.),28,LATIN AMERICAN ART,,,,05,14
edward wadsworth,1889,1949,60,0,Les Plats du Jour,0,USD,85937.5,75000.0,100000.0,1,0,(53 x 38 cm.),22,MODERN BRITISH ART DAY SALE,,,,01,20
rudolf stingel ,1956,0,66,1,Untitled,2010,USD,496562.5,312500.0,437500.0,1,1,(240.5 x 194cm.),28,POST-WAR AND CONTEMPORARY ART DAY AUCTION,,,,06,12
gerard curtis delano ,1890,1972,82,0,The Proud People,0,USD,396500.0,300000.0,500000.0,1,0,(76.2 x 91.44 cm.),22,AMERICAN ART,,,,05,18
fausto melotti ,1901,1986,85,0,Coppa,0,USD,11156.25,15750.0,21000.0,1,-1,0,16,20TH/21ST CENTURY MILAN EVENING SALE,,,,11,21
michelangelo pistoletto ,1933,0,89,1,Lei e lui abbracciati (Michelangelo e Maria) (Her and him hugging (Michelangelo and Maria)),1968,USD,2203125.0,1000000.0,1500000.0,1,1,(230.2 x 120cm.),16,THE ITALIAN SALE,,,,10,15
francis bacon ,1909,1992,83,0,Triptych 1983 (Centre Panel),0,USD,9375.0,7500.0,10000.0,1,0,0,16,Modern Edition,,,,05,19
georges rouault ,1871,1958,87,0,"Femmes nues, Composition",1911,USD,85937.5,75000.0,100000.0,1,0,(63 x 87.3 cm.),21,IMPRESSIONIST AND MODERN WORKS ON PAPER,,,,06,18
andré derain ,1880,1954,74,0,Trois nymphes se baignant,0,USD,28875.0,8400.0,12600.0,1,1,0,24,ART IMPRESSIONNISTE ET MODERNE,,,,03,15
joan miro ,1893,1983,90,0,Trace Sur La Paroi II,0,USD,11875.0,10000.0,15000.0,1,0,(591 x 927 mm.),28,PRINTS & MULTIPLES,,,,10,15
alex katz ,1927,0,95,1,Ada,1994,USD,9187.5,4200.0,6300.0,1,1,0,25,20th/21st Century: Amsterdam,,,,11,21
ed ruscha ,1937,0,85,1,Stains,1969,USD,63000.0,31500.0,42000.0,1,1,0,25,20th/21st Century: Amsterdam,,,,11,21
manolo millares ,1926,1972,46,0,El Grito,1966,USD,210000.0,105000.0,157500.0,1,1,0,20,COLLECTION GERARD VALKIER : A LIFETIME JOURNEY WITH ART.,,,,10,21
