,Artist,Title,Location,Currency,Date,Signed,Sold,Selling Price,low_estimate,high_estimate,Category,Auction Name,Image
1174,Eugène Louis Boudin,Berck. Pêcheuses sur la plage,Paris,USD,2022,True,True,13987.26,0.0,0.0,Impressionist/Modern,"Collection Monsieur et Madame Robert Schmit, Part II",https://sothebys-md.brightspotcdn.com/dims4/default/66e5df1/2147483647/strip/true/crop/2000x1118+0+0/resize/2048x1145!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fe8%2F5d%2F18c39f914643b0da0fd310b4c48b%2Fpf2206-bkx67-01.jpg
1175,Eugène Louis Boudin,Paysage normand,Paris,USD,2022,False,True,33569.42,0.0,0.0,Impressionist/Modern,"Collection Monsieur et Madame Robert Schmit, Part II",https://sothebys-md.brightspotcdn.com/dims4/default/c934fe1/2147483647/strip/true/crop/2000x1349+0+0/resize/2048x1381!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F9e%2F05%2Fe8ded5454a9382c2984f128a0c50%2Fpf2206-bkxs8-01.jpg
1176,Maurice Utrillo,La Basilique de Saint-Denis,Paris,USD,2022,True,True,58746.49,0.0,0.0,Impressionist/Modern,"Collection Monsieur et Madame Robert Schmit, Part II",https://sothebys-md.brightspotcdn.com/dims4/default/3b95298/2147483647/strip/true/crop/1601x2000+0+0/resize/2048x2558!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fc4%2Fcd%2Fac75387e48e3b79c4c84e008acae%2Fpf2206-bkqhx-01.jpg
1177,Odilon Redon,Personnage au voile rouge,Paris,USD,2022,True,True,48955.41,0.0,0.0,Impressionist/Modern,"Collection Monsieur et Madame Robert Schmit, Part II",https://sothebys-md.brightspotcdn.com/dims4/default/89f40b9/2147483647/strip/true/crop/1726x2000+0+0/resize/2048x2373!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ffa%2F93%2Fcebffd5042519c7608363df78fef%2Fpf2206-bks49-01.jpg
1178,Eugène Louis Boudin,Fleurs dans un vase,Paris,USD,2022,True,True,53151.59,0.0,0.0,Impressionist/Modern,"Collection Monsieur et Madame Robert Schmit, Part II",https://sothebys-md.brightspotcdn.com/dims4/default/069564a/2147483647/strip/true/crop/1514x2000+0+0/resize/2048x2705!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fff%2F9b%2F4c181e0e4ca7b21deeee195245f4%2Fpf2206-bmgsl-01.jpg
1179,Pierre-Auguste Renoir,Nu assis,Paris,USD,2022,False,True,195821.64,0.0,0.0,Impressionist/Modern,"Collection Monsieur et Madame Robert Schmit, Part II",https://sothebys-md.brightspotcdn.com/dims4/default/2b75094/2147483647/strip/true/crop/1155x2000+0+0/resize/2048x3546!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fae%2F30%2F4906a6c844978a7df463b7130133%2Fpf2206-bmj3n-02-01.jpg
1180,Eugène Louis Boudin,Plougastel. Le passage,Paris,USD,2022,True,True,53151.59,0.0,0.0,Impressionist/Modern,"Collection Monsieur et Madame Robert Schmit, Part II",https://sothebys-md.brightspotcdn.com/dims4/default/a595b54/2147483647/strip/true/crop/2000x1219+0+0/resize/2048x1248!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fea%2F9a%2F6f612f4f44aa8929696befba0935%2Fpf2206-bmgw9-01.jpg
1181,Paul Gauguin,Parahi te marae - Là est le temple,Paris,USD,2022,False,True,27974.52,0.0,0.0,Impressionist/Modern,"Collection Monsieur et Madame Robert Schmit, Part II",https://sothebys-md.brightspotcdn.com/dims4/default/900beef/2147483647/strip/true/crop/2000x1474+0+0/resize/2048x1509!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F25%2F8b%2F181100234085955d827642c6dc20%2Fpf2206-bkxty-02-01.jpg
1182,Georges Braque,Deux pommes,Paris,USD,2022,True,True,25177.07,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/ddc5bef/2147483647/strip/true/crop/2000x1316+0+0/resize/2048x1348!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F21%2F4c%2Ffb2ce8914fe0b4b99aa6b397525e%2Fpf2256-c5x9f-01-cropped.jpg
1183,Max Ernst,Les palmiers qui dorment ou La Liberté,Paris,USD,2022,True,True,132878.97,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/1f0d8fb/2147483647/strip/true/crop/1616x2000+0+0/resize/2048x2535!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F53%2F04%2Fca1357284f6ab0fb16b206786d24%2Fpf2256-c5xb3-01a.jpg
1184,Eugene Berman,Tête,Paris,USD,2022,True,True,5035.41,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/bc8ecd1/2147483647/strip/true/crop/1661x2000+0+0/resize/2048x2466!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fa6%2F8f%2F4462508640fa84cd9fbfcb31a10a%2Fpf2256-c5x99-02-crop.jpg
1185,Pablo Picasso,Grande tête de femme au chapeau orné,Paris,USD,2022,False,True,111898.08,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/6038d7b/2147483647/strip/true/crop/1667x2000+0+0/resize/2048x2457!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F8a%2Fa5%2Fcaeba2de489ca2aa101557db0d45%2Fpf2256-c5xd2-01.jpg
1186,Max Ernst,Ciel enragé I,Paris,USD,2022,True,True,181834.38,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/08be84b/2147483647/strip/true/crop/1797x2000+0+0/resize/2048x2279!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F16%2Fda%2F104d36974a3f92cd7f770f434303%2Fpf2256-c5xc2-01.jpg
1187,Max Ernst,La plus belle,Paris,USD,2022,True,True,2859617.6,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/f0d5b2c/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F08%2F41%2F00e10335425389dc3881f6acf840%2Fpf2256-c5xc8-01.jpg
1188,Dorothea Tanning,Untitled,Paris,USD,2022,True,True,6713.88,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/24c133f/2147483647/strip/true/crop/2000x1368+0+0/resize/2048x1401!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F86%2F1e%2F340559fc4ca6ae135cd3d690c040%2Fpf2256-c5xd5-01.jpg
1189,Jean Hugo,Paysage de Cornouailles,Paris,USD,2022,True,True,7692.99,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/4294f0c/2147483647/strip/true/crop/2000x1339+0+0/resize/2048x1371!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F28%2Fb7%2Ff977caa9419d8bfb70b7b6fc18bb%2Fpf2256-c5xcb-02-crop.jpg
1190,Victor Brauner,Talisman agissant pour Alexandre Iolas,Paris,USD,2022,True,True,41961.78,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/e81b603/2147483647/strip/true/crop/2000x1293+0+0/resize/2048x1324!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F61%2Fb7%2F942f2f944201b038fa0dd683b120%2Fpf2256-c5x9p-01.jpg
1191,Max Ernst,Forêt blanche et soleil jaune,Paris,USD,2022,True,True,69936.3,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/bbd273c/2147483647/strip/true/crop/2000x1658+0+0/resize/2048x1698!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F04%2Fd5%2Ff361b0964c1e8b2d327f986fc498%2Fpf2256-c5xbl-01a.jpg
1192,Roberto Matta,Feu vert,Paris,USD,2022,False,True,251770.68,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/200d7be/2147483647/strip/true/crop/2000x1124+0+0/resize/2048x1151!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F03%2F52%2Fe391f98b4080a6500a7d105d8de1%2Fpf2256-c5xcl-02.jpg
1193,Jean Hugo,Nature morte aux poivrons,Paris,USD,2022,True,True,36366.88,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/caa28fc/2147483647/strip/true/crop/1615x2000+0+0/resize/2048x2536!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F2a%2F8a%2Ff7e8f3564848881c6354561e5ec3%2Fpf2256-c5xcf-02.jpg
1194,Roberto Matta,Scie le désir,Paris,USD,2022,False,True,132878.97,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/6d0bdf8/2147483647/strip/true/crop/2000x1521+0+0/resize/2048x1558!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ff3%2Feb%2Fd3c55f644fc987de838bb555fb20%2Fpf2256-c5xck-01.jpg
1195,Max Ernst,L'astronaute millénaire,Paris,USD,2022,True,True,26575.79,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/0632289/2147483647/strip/true/crop/2000x1465+0+0/resize/2048x1500!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F3a%2Fa7%2F8fee85ae423383fceb52f7bf52cd%2Fpf2256-c5xc6-01.jpg
1196,Max Ernst,Ciel enragé II,Paris,USD,2022,True,True,44759.23,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/70a79bf/2147483647/strip/true/crop/1715x2000+0+0/resize/2048x2388!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ff0%2F4a%2F09989dba49038a3397e21cfe7300%2Fpf2256-c5xc4-01.jpg
1197,Fernand Léger,Le chandail vert,Paris,USD,2022,True,True,447592.32,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/09b3083/2147483647/strip/true/crop/2000x1381+0+0/resize/2048x1414!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fff%2Fe2%2F36766c7d4385b904d938668738ac%2Fpf2256-c5xcg-01.jpg
1198,Max Ernst,Gulfstream,Paris,USD,2022,True,True,139872.6,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/42298e7/2147483647/strip/true/crop/1609x2000+0+0/resize/2048x2546!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F25%2F45%2Ff98c6ec54f54a5110445db95c0ec%2Fpf2256-c5x9w-01-new.jpg
1199,Pablo Picasso,"Étude, Antibes",Paris,USD,2022,True,True,251770.68,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/f6fc05c/2147483647/strip/true/crop/1562x2000+0+0/resize/2048x2622!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F4f%2Ff6%2Fd5c4dcf144c5817653d6f6098938%2Fpf2256-c5xcm-01-new.jpg
1200,Christian Bérard,Nu dans un paysage,Paris,USD,2022,False,True,7692.99,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/4498e61/2147483647/strip/true/crop/2000x1457+0+0/resize/2048x1492!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd0%2Fc3%2Fcaf006c5413c84775f2a00c4411c%2Fpf2256-c5x97-01.jpg
1201,Victor Brauner,Compensation symbolique,Paris,USD,2022,True,True,195821.64,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/f5d28df/2147483647/strip/true/crop/2000x1578+0+0/resize/2048x1616!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F7b%2F2d%2F6c54182843049e75e822f34128b5%2Fpf2256-c5x9k-01.jpg
1202,Max Ernst,Narcisse,Paris,USD,2022,True,True,153859.86,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/8382f03/2147483647/strip/true/crop/1073x1484+0+0/resize/2048x2832!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F08%2Ffd%2Fc6710b174dd5a76b4c9d80bfe3d8%2Fpf2256-c5xb7-01-new.jpg
1203,Max Ernst,Untitled (Fleur blanche sur fond bleu),Paris,USD,2022,True,True,58746.49,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/bf72e25/2147483647/strip/true/crop/2000x1561+0+0/resize/2048x1598!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F92%2F06%2F63763f7541cea2b6f4df249d294d%2Fpf2256-c5xbz-01.jpg
1204,Jean Hugo,La chapelle Sainte Colombe,Paris,USD,2022,True,True,22379.62,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/2b1ca54/2147483647/strip/true/crop/2000x1615+0+0/resize/2048x1654!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd3%2Ffb%2F05ded9144e689c6b87ef83802afb%2Fpf2256-c5xcd-02.jpg
1205,Man Ray,Étoile de verre,Paris,USD,2022,True,True,30771.97,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/af7d90e/2147483647/strip/true/crop/2000x1601+0+0/resize/2048x1639!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F6b%2Fb6%2F3e5856f9437d8ef6d11ef30b35c7%2Fpf2256-c5xcj-02.jpg
1206,Pablo Picasso,Tête de femme à la couronne de fleurs,Paris,USD,2022,False,True,36366.88,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/6b87eda/2147483647/strip/true/crop/1562x2000+0+0/resize/2048x2622!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fdd%2Ff7%2Fd09bc4d844c182874f64938866b9%2Fpf2256-c5xd3-01.jpg
1207,Victor Brauner,"J'étais un chien, je suis une femme libre",Paris,USD,2022,True,True,216802.53,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/0526919/2147483647/strip/true/crop/1589x2000+0+0/resize/2048x2578!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd5%2F18%2F826d74884844a845f4400f74e241%2Fpf2256-c5x9m-01a-crop.jpg
1208,Jean Hugo,Les bords de la Tamise,Paris,USD,2022,True,True,6713.88,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/7620ca4/2147483647/strip/true/crop/2000x1538+0+0/resize/2048x1575!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd7%2F2f%2F6cd955f84b94aebb06b2ddf0fdfd%2Fpf2256-c5xcc-02-crop.jpg
1209,After Fernand Léger,Murale,Paris,USD,2022,True,True,18183.44,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/533b3b0/2147483647/strip/true/crop/1047x2000+0+0/resize/2048x3912!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb6%2F35%2Ff7511aab4a71815dc738f63f3337%2Fpf2256-c5xdb-01.jpg
1210,André Derain,Masque à la verrue,Paris,USD,2022,False,True,6993.63,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/1ca1c6d/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fdc%2F85%2F272b4e7f478b877a66ab30927aa0%2Fpf2256-c5x9r-01.jpg
1211,Luis Fernández,Barque or Barca,Paris,USD,2022,False,True,41961.78,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/7923cdc/2147483647/strip/true/crop/1410x2000+0+0/resize/2048x2905!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F16%2F32%2F211d132b4181b71092919a0ee734%2Fpf2256-c5xld-01.jpg
1212,René Magritte,Le Viol,Paris,USD,2022,True,True,1180591.35,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/c986142/2147483647/strip/true/crop/1463x1855+0+0/resize/2048x2597!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb8%2Fa0%2F0ca357814f138782ee6d187bc28e%2Fpf2256-c5xch-01.jpg
1213,Max Ernst,Ohne Titel (Untitled),Paris,USD,2022,True,True,6713.88,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/848f9c7/2147483647/strip/true/crop/2000x2065+0+0/resize/2048x2115!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F1a%2F68%2F789c6e6c4f509fbfbecb659fe6e2%2Fpf2256-c5xc5-01.jpg
1214,Luis Fernández,Deux colombes,Paris,USD,2022,True,True,53151.59,0.0,0.0,Impressionist/Modern,"Collection André Mourgues, Alexandre Iolas et ses artistes",https://sothebys-md.brightspotcdn.com/dims4/default/7a27127/2147483647/strip/true/crop/2000x1682+0+0/resize/2048x1722!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F99%2Fa0%2F92bca34f4ff6b96ac7fe8476fe98%2Fpf2256-c5xlc-01.jpg
1215,André Masson,Paysage à l'oiseau blessé,Paris,USD,2022,True,True,209808.9,0.0,0.0,Impressionist/Modern,Surrealism and Its Legacy,https://sothebys-md.brightspotcdn.com/dims4/default/dc349ee/2147483647/strip/true/crop/1609x2000+0+0/resize/2048x2546!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F24%2Fc3%2F7fc23b364635baee1c3fff76f9c4%2Fpf2266-c6dmy-01.jpg
1216,Francis Picabia,Nu de dos,Paris,USD,2022,True,True,3665550.2,0.0,0.0,Impressionist/Modern,Surrealism and Its Legacy,https://sothebys-md.brightspotcdn.com/dims4/default/7b29472/2147483647/strip/true/crop/1428x2000+0+0/resize/2048x2868!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fff%2Fa1%2Ffc19c81e4d79a6df65bffa529eb1%2Fpf2266-c6nv6-01.jpg
1217,Balthus,Nu endormi,Paris,USD,2022,True,True,1207455.77,0.0,0.0,Impressionist/Modern,Surrealism and Its Legacy,https://sothebys-md.brightspotcdn.com/dims4/default/67f8a71/2147483647/strip/true/crop/2000x1411+0+0/resize/2048x1445!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd1%2Fcf%2F4afd6cda441a84ad887a0b7ec29b%2F1234pf2266-95skp-02-a.jpg
1218,Dorothea Tanning,Mêlées nocturnes,Paris,USD,2022,True,True,629426.7,0.0,0.0,Impressionist/Modern,Surrealism and Its Legacy,https://sothebys-md.brightspotcdn.com/dims4/default/4d93238/2147483647/strip/true/crop/1348x2000+0+0/resize/2048x3039!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fcd%2F2d%2F3ad4390e4a0e862535bf89c30d21%2Fpf2266-c6hll-01.jpg
1219,Hans Arp,L'O et l'U de l'oiseau,Paris,USD,2022,True,True,3799872.3,0.0,0.0,Impressionist/Modern,Surrealism and Its Legacy,https://sothebys-md.brightspotcdn.com/dims4/default/b9d821f/2147483647/strip/true/crop/2000x1664+0+0/resize/2048x1704!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F62%2F40%2F2299dd9a4250ab8e59c6f15677e3%2Fpf2266-c5vv3-02-t1.jpg
1220,Jean Crotti,Nouvelle année or La lumière revient,Paris,USD,2022,True,True,349681.5,0.0,0.0,Impressionist/Modern,Surrealism and Its Legacy,https://sothebys-md.brightspotcdn.com/dims4/default/59d0c87/2147483647/strip/true/crop/1622x2000+0+0/resize/2048x2525!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F13%2F7b%2F2d6d03484d998fea8cc815fd3ed4%2Fpf2266-c6jlm-02-cropped.jpg
1221,René Magritte,Le palais de la courtisane,Paris,USD,2022,True,True,2188007.1,0.0,0.0,Impressionist/Modern,Surrealism and Its Legacy,https://sothebys-md.brightspotcdn.com/dims4/default/91b55bc/2147483647/strip/true/crop/1484x2000+0+0/resize/2048x2760!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F98%2Ff2%2F035302334e579160a8f5a9240186%2Fpf2266-c5pdr-01a-post-restoration-new.jpg
1222,Francis Picabia,Pavonia,Paris,USD,2022,True,True,11097336.67,0.0,0.0,Impressionist/Modern,Surrealism and Its Legacy,https://sothebys-md.brightspotcdn.com/dims4/default/f36d5ab/2147483647/strip/true/crop/2000x1758+0+0/resize/2048x1800!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F8f%2F34%2Fdf74ff8a4378886bb49c0141409b%2Fpf2266-c52xv-01.jpg
1223,Francis Picabia,Sans titre,Paris,USD,2022,True,True,349681.5,0.0,0.0,Impressionist/Modern,Surrealism and Its Legacy,https://sothebys-md.brightspotcdn.com/dims4/default/69bf4ee/2147483647/strip/true/crop/1394x2000+0+0/resize/2048x2938!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fa0%2F0d%2F85e35f6a4a7fb448fdc79e812598%2Fpf2266-c6lhh-02.jpg
1224,Man Ray,Bananas and Plane,Paris,USD,2022,True,True,335694.24,0.0,0.0,Impressionist/Modern,Surrealism and Its Legacy,https://sothebys-md.brightspotcdn.com/dims4/default/b212d58/2147483647/strip/true/crop/2000x1656+0+0/resize/2048x1696!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd1%2F1b%2Faacd74ae41dd8c86c26f7095d4bb%2Fpf2266-c76h5-01a.jpg
1225,Max Ernst,Mur devant soleil,Paris,USD,2022,True,True,209808.9,0.0,0.0,Impressionist/Modern,Surrealism and Its Legacy,https://sothebys-md.brightspotcdn.com/dims4/default/f088bed/2147483647/strip/true/crop/1474x2000+0+0/resize/2048x2779!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fab%2Fcc%2Fc30df9ef413698a0677e86d324e8%2Fpf2266-c6dmx-01.jpg
1226,René Magritte,Le bon temps,Paris,USD,2022,True,True,1382074.5,0.0,0.0,Impressionist/Modern,Surrealism and Its Legacy,https://sothebys-md.brightspotcdn.com/dims4/default/55706f9/2147483647/strip/true/crop/2000x1414+0+0/resize/2048x1448!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F3e%2F7f%2F770d76ec4ce6844fa10aaed575ef%2Fpf2266-c67rz-02-crop.jpg
1227,René Magritte,Le paysage fantôme,Paris,USD,2022,True,True,2389490.25,0.0,0.0,Impressionist/Modern,Surrealism and Its Legacy,https://sothebys-md.brightspotcdn.com/dims4/default/948b9f0/2147483647/strip/true/crop/1479x2000+0+0/resize/2048x2769!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F22%2Fe2%2F955d3c66415a8a09915eeb08ab64%2Fpf2266-c66cl-01.jpg
1228,René Magritte,La Joconde (Mona Lisa),Paris,USD,2022,True,True,1919362.9,0.0,0.0,Impressionist/Modern,Surrealism and Its Legacy,https://sothebys-md.brightspotcdn.com/dims4/default/b503989/2147483647/strip/true/crop/1500x2000+0+0/resize/2048x2731!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F0e%2F32%2Fd4ba19c0499da8024ca61fb2251e%2Fpf2266-c6ns4-01-reshoot.jpg
1229,Wifredo Lam,La lumière de la jungle,Paris,USD,2022,True,False,0.0,0.0,0.0,Impressionist/Modern,Surrealism and Its Legacy,https://sothebys-md.brightspotcdn.com/dims4/default/89c79bc/2147483647/strip/true/crop/1586x2000+0+0/resize/2048x2583!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fda%2F5b%2Fd3aafdc5480ebcc2f2efee67c012%2Fpf2266-c6pzl-02-cropped.jpg
