,Artist,Title,Location,Currency,Date,Signed,Sold,Selling Price,low_estimate,high_estimate,Category,Auction Name,Image
320,"Nicolaes van Helt, called Stockade",Venus and Adonis,New York,USD,2021,True,False,0.0,250000.0,350000.0,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/f179e88/2147483647/strip/true/crop/1653x2000+0+0/resize/2048x2478!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F20%2F90%2F4904718d4a53a4d57acedae40de2%2F202n10687-bwznd-03.jpg
321,David de Coninck,"Landscape with a peacock, parrot, chicken, turkey, two rabbits and a guinea-pig",New York,USD,2021,False,True,88200.0,60000.0,80000.0,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/06ba4b4/2147483647/strip/true/crop/1418x2000+0+0/resize/2048x2889!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F96%2Fd4%2Fe393753a4737b83442c6055cd85d%2F014n10687-bkbmb-01.jpg
322,Bernardino Licinio,"Portrait of an elegant young man, half length, holding gloves",New York,USD,2021,False,True,30240.0,30000.0,50000.0,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/f744e02/2147483647/strip/true/crop/1526x2000+0+0/resize/2048x2684!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F11%2Fc9%2F3f49af3247faaad63f3f4bfde4f3%2F080n10687-bthjt-03.jpg
323,Circle of Jan Jansz. Mostaert,The Temptation of Christ,New York,USD,2021,False,True,25200.0,20000.0,30000.0,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/19b23df/2147483647/strip/true/crop/2000x1660+0+0/resize/2048x1700!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ff3%2Fb7%2F8fc1db694f31ad18cc25a3206670%2F033n10687-bnslh-03.jpg
324,The Master of the Twelve Apostles,The Holy Family,New York,USD,2021,False,True,30240.0,30000.0,40000.0,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/9babf4d/2147483647/strip/true/crop/1354x2000+0+0/resize/2048x3025!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Faf%2F72%2Fca40982e4cc093efbe48afeb56c7%2F089n10687-bwg54-03.jpg
325,Giovanni Francesco Caroto,Madonna and Child in a Landscape,New York,USD,2021,True,True,264600.0,150000.0,200000.0,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/4bf0efe/2147483647/strip/true/crop/1513x2000+0+0/resize/2048x2707!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fc1%2F04%2F2b83e06447758945be5836db38fe%2F145n10687-bwwtp-01-crop-a.jpg
326,Tobias Stranover,"Peacock, pheasant, chickens, partridges and a lapwing in a landscape",New York,USD,2021,False,True,35280.0,20000.0,30000.0,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/790fe77/2147483647/strip/true/crop/2000x1621+0+0/resize/2048x1660!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F9e%2F70%2F8de9b8a642bc874a640399afb416%2F006n10687-bk8nx-01.jpg
327,Piero del Pollaiuolo,Portrait of a Youth |《青年肖像》,London,USD,2021,False,True,5989382.85,5249009.99,7873514.98,Old Masters,Modern Renaissance: A Cross-Category Sale,https://sothebys-md.brightspotcdn.com/dims4/default/3b54855/2147483647/strip/true/crop/1442x2000+0+0/resize/2048x2840!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F26%2Fa6%2F569a32c444519665b374743a216c%2Fl21235-b7g4d-01-a-reshot.jpg
328,Giulio Romano,"Portrait of a woman, head and shoulders |《女子肖像，頭與肩》",London,USD,2021,False,True,496031.44,393675.75,656126.25,Old Masters,Modern Renaissance: A Cross-Category Sale,https://sothebys-md.brightspotcdn.com/dims4/default/00316b7/2147483647/strip/true/crop/1349x2000+0+0/resize/2048x3036!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F28%2F35%2Fb8e3bfb64708b4f3a0813717f31f%2F446l21235-bq77y-01-a.jpg
329,Pavel Tchelitchew,Jeune page portant à bout de bras une hure de sanglier sur un plateau,Paris,USD,2021,True,True,4196.18,2220.2,3330.3,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/0fb9173/2147483647/strip/true/crop/1307x2000+0+0/resize/2048x3134!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb8%2Fed%2F11dc750a444c8caf94d274a56510%2F0771pf2137-blp2t-01.jpg
330,"French School, 15th Century",The Annunciation to the Shepherds,Paris,USD,2021,False,True,44759.23,16651.5,22202.0,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/bbbef68/2147483647/strip/true/crop/1252x2000+0+0/resize/2048x3272!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F91%2Fee%2Fe5519bb54e7f84a8c8b935bbe20c%2F0169pf2137-blnhj-01.jpg
331,Domenico Gnoli,Cavalier sur cheval rétif,Paris,USD,2021,True,True,4895.54,3330.3,5550.5,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/10103f4/2147483647/strip/true/crop/1558x2000+0+0/resize/2048x2629!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F04%2F9d%2F30ba4c174c27995b30e5c0a43064%2F0332pf2137-blvw3-01.jpg
332,David Hockney,Portrait de Pierre Le-Tan à la coupole,Paris,USD,2021,True,True,86721.01,33303.0,55505.0,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/e3d23f8/2147483647/strip/true/crop/1537x2000+0+0/resize/2048x2665!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F6f%2F95%2F605d22c04d7bb95900b6b9d89e42%2F0684pf2137-blnb8-01.jpg
333,Roger de La Fresnaye,Autoportrait,Paris,USD,2021,False,True,22379.62,3330.3,5550.5,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/8d7012a/2147483647/strip/true/crop/1332x2000+0+0/resize/2048x3075!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F3a%2Fc4%2F75aebc2d4d1783718d557f8ba674%2F0178pf2137-blnkf-01.jpg
334,20th Century School,Portrait de Boris Kochno,Paris,USD,2021,False,True,2098.09,444.04,666.06,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/dbe9cab/2147483647/strip/true/crop/1889x2000+0+0/resize/2048x2168!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F38%2F0d%2Fd3975468467aa0843a07a400a356%2F0789pf2137-blv2j-01.jpg
335,Emilio Terry,A drawing by Emilio Terry accompanied by two photographs and two drawings by Emilo Terry's Studio,Paris,USD,2021,False,True,4196.18,3330.3,5550.5,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/979e284/2147483647/strip/true/crop/2000x1695+0+0/resize/2048x1736!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F35%2Fd0%2F5e0a282449c0ad3f4c1a33b9a1f7%2F0960pf2137-blyvk-01.jpg
336,Emilio Terry,Projet de lit à la turque et autres projets (recto verso),Paris,USD,2021,True,True,4196.18,3330.3,5550.5,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/38bf0a3/2147483647/strip/true/crop/2000x1295+0+0/resize/2048x1326!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb1%2F40%2Fc5fe9f2f4507867bda287bcebc77%2F0308pf2137-blv57-01.jpg
337,Giovanni Boldini,A Lady at the restaurant,Paris,USD,2021,False,True,8392.36,2775.25,3885.35,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/d634a5b/2147483647/strip/true/crop/1850x2000+0+0/resize/2048x2214!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F3c%2F27%2Fca093bc340f78f61dd23e56195d3%2F0780pf2137-bltyy-01.jpg
338,Pierre Le-Tan,Portrait de David Hockney en buste,Paris,USD,2021,False,True,9791.08,6660.6,8880.8,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/cd1a490/2147483647/strip/true/crop/1561x2000+0+0/resize/2048x2624!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F77%2F11%2F8610560f4d1f84e75027c0378484%2F0369pf2137-bsh7t-01.jpg
339,Le Pho,Deux jeunes écrivant sur une table,Paris,USD,2021,True,True,26575.79,5550.5,7770.7,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/7469906/2147483647/strip/true/crop/1718x2000+0+0/resize/2048x2384!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F8f%2F4d%2Fb786fcc34a19939712f3710d601d%2F0314pf2137-blvv2-01.jpg
340,Le Pho,Autoportrait dans la forêt,Paris,USD,2021,True,True,980995.37,166515.0,222020.0,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/eba2c42/2147483647/strip/true/crop/2000x983+0+0/resize/2048x1007!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F85%2F32%2Fdbd56ba646a5bfe14d70515fd6dc%2F0337pf2137-blwdl-01.jpg
341,Domenico Gnoli,Ville imaginaire,Paris,USD,2021,True,True,83923.56,33303.0,55505.0,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/d0b0563/2147483647/strip/true/crop/1443x2000+0+0/resize/2048x2839!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd2%2F1c%2F0f2771a84a30bf0051bae7546464%2F0175pf2137-blnk5-01.jpg
342,Christian Bérard,Scène de théâtre,Paris,USD,2021,True,True,9091.72,1665.15,2220.2,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/a2e9233/2147483647/strip/true/crop/1718x2000+0+0/resize/2048x2384!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd7%2F3c%2F8ff68e814bcb8eed3d5c7763cf31%2F0751pf2137-blnpn-01.jpg
343,Roger de La Fresnaye,Etudes pour l'autoportrait,Paris,USD,2021,True,True,4196.18,888.08,1332.12,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/21de736/2147483647/strip/true/crop/1399x2000+0+0/resize/2048x2928!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F63%2Fb3%2Fd201c4f5497db8c1c66737244229%2F0757pf2137-blnqd-01.jpg
344,Pavel Tchelitchew,Acrobates dans un intérieur,Paris,USD,2021,True,True,4196.18,1665.15,2220.2,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/d89cfb9/2147483647/strip/true/crop/1368x2000+0+0/resize/2048x2994!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fbd%2Fd4%2Fbcddbc9c47aabcda48434c8443e6%2F0760pf2137-blnqf-01.jpg
345,Eugene Berman,"L'aube, le jour, le crépuscule, la nuit",Paris,USD,2021,True,True,13987.26,3330.3,5550.5,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/ae8a98a/2147483647/strip/true/crop/1503x2000+0+0/resize/2048x2725!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd4%2F68%2F451f8c4e41deae290769309a0ed0%2F0193pf2137-blnsj-01.jpg
346,Pablo Picasso,Chouette visage de femme,Paris,USD,2021,False,True,13987.26,4440.4,5550.5,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/f965809/2147483647/strip/true/crop/1786x2000+0+0/resize/2048x2293!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fa4%2F85%2F43abe0e148f49a86c971aebb7465%2F0290pf2137-blv2h-02.jpg
347,François de Bigorie,Portrait de Bernard Boutet de Monvel,Paris,USD,2021,True,True,5594.9,666.06,888.08,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/56b905d/2147483647/strip/true/crop/1631x2000+0+0/resize/2048x2511!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fef%2F9a%2F917bc9b64e1287669854d0df4719%2F0842pf2137-blwv3-01.jpg
348,20th Century English School,Portrait présumé du poète W. H. Auden,Paris,USD,2021,False,True,3356.94,2220.2,3330.3,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/2738590/2147483647/strip/true/crop/1370x2000+0+0/resize/2048x2990!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F39%2Fdb%2F7c7297aa453aa8b2d51466ad6eba%2F0754pf2137-blnq3-01.jpg
349,Le Pho,Les pivoines et les iris,Paris,USD,2021,True,True,72733.75,8880.8,13321.2,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/4f34fee/2147483647/strip/true/crop/1241x2000+0+0/resize/2048x3301!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fdc%2F63%2F5919ce0f469fbac3abe0324a1265%2F0329pf2137-blvvq-01.jpg
350,Le Pho,Maison vue à travers une arche,Paris,USD,2021,True,True,20980.89,3330.3,5550.5,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/6e261a2/2147483647/strip/true/crop/1450x2000+0+0/resize/2048x2825!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F22%2F9d%2Ffd5bc19143f5a6beed9ce0f48cbc%2F0286pf2137-bltyz-01.jpg
351,Jean Hugo,Portrait de Jean Cocteau,Paris,USD,2021,True,True,6993.63,6660.6,8880.8,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/ecf95a0/2147483647/strip/true/crop/1456x2000+0+0/resize/2048x2813!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F11%2F16%2Fe1ed63d14efd9949704d3b486f78%2F0310pf2137-blv66-01.jpg
352,Anton Prinner,La philosophie dans le corps du chat,Paris,USD,2021,True,True,6993.63,888.08,1110.1,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/e9e04db/2147483647/strip/true/crop/2000x1518+0+0/resize/2048x1554!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ff4%2F60%2F3abd0bc34bfdaf21fd294d8dad76%2F0768pf2137-blp2j-01.jpg
353,Christian Bérard,Portrait de René Crevel,Paris,USD,2021,False,True,3916.43,1110.1,1665.15,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/70c78d0/2147483647/strip/true/crop/1526x2000+0+0/resize/2048x2684!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fa8%2F5e%2F2be310184ad7a2007ae1d3462bcb%2F0806pf2137-blwfh-01.jpg
354,Le Pho,Nature morte aux fleurs,Paris,USD,2021,True,True,36366.88,3330.3,5550.5,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/4d0c826/2147483647/strip/true/crop/2000x1174+0+0/resize/2048x1202!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fda%2Faa%2F97a6011f456f87de208941b00fb6%2F0296pf2137-blv4m-01.jpg
355,Christian Bérard,Etudes de personnages,Paris,USD,2021,False,True,4895.54,1665.15,2220.2,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/a6c4e26/2147483647/strip/true/crop/1440x2000+0+0/resize/2048x2844!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F90%2F3a%2F8e1b2e5141e3929fb6d26e91ce0f%2F0742pf2137-blnjv-01.jpg
356,Alberto Giacometti,Études de motifs pour des objets d'art décoratif,Paris,USD,2021,False,True,15385.99,4440.4,6660.6,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/c12191b/2147483647/strip/true/crop/2000x1598+0+0/resize/2048x1636!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F9c%2F12%2F63dbdef94c7ab46aa7ce220456fa%2F0172pf2137-blnjh-01.jpg
357,Marcellin Gilbert Desboutin,Boy sleeping on a table,Paris,USD,2021,False,True,3636.69,666.06,888.08,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/517791b/2147483647/strip/true/crop/2000x1205+0+0/resize/2048x1234!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ffa%2Fb1%2F63b3c66b488c8ef4d1a282e39511%2F0739pf2137-blnjs-01.jpg
358,Jacques Mauny,Autoportrait pour une affiche de la galerie Chéron,Paris,USD,2021,True,True,10490.45,2220.2,3330.3,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/ad63e21/2147483647/strip/true/crop/1667x2000+0+0/resize/2048x2457!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F61%2F41%2F5388838e46edb06ba8e13338ac8e%2F0745pf2137-blnkc-01.jpg
359,Filippino Lippi,Penitent Mary Magdalene adoring the True Cross in a rocky landscape,New York,USD,2021,False,False,0.0,1500000.0,2000000.0,Old Masters,The Collection of Hester Diamond Part I,https://sothebys-md.brightspotcdn.com/dims4/default/9688a25/2147483647/strip/true/crop/1052x2000+0+0/resize/2048x3894!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F20%2F3f%2Fd399d53b4d5bbd37ec741a8a0c56%2F002n10610-bj7w5-a.jpg
360,"Giovanni Battista Benvenuti, called Ortolano",The Circumcision,New York,USD,2021,False,False,0.0,150000.0,200000.0,Old Masters,The Collection of Hester Diamond Part I,https://sothebys-md.brightspotcdn.com/dims4/default/4081321/2147483647/strip/true/crop/2000x1592+0+0/resize/2048x1630!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F9c%2F76%2F1669051c463d8cacd43ab6c54bbd%2F189n10610-bj7wm-01-a.jpg
361,Maarten van Heemskerck,Lamentation,New York,USD,2021,False,True,352800.0,300000.0,500000.0,Old Masters,The Collection of Hester Diamond Part I,https://sothebys-md.brightspotcdn.com/dims4/default/30ab1e6/2147483647/strip/true/crop/1467x2000+0+0/resize/2048x2792!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F06%2Fc6%2Fc2487f7047b48d2da189a471324c%2F194n10610-bj7w3-03-a.jpg
362,"Benvenuto Tisi, called Garofalo",Nativity,New York,USD,2021,False,True,214200.0,200000.0,300000.0,Old Masters,The Collection of Hester Diamond Part I,https://sothebys-md.brightspotcdn.com/dims4/default/0f22c08/2147483647/strip/true/crop/2000x1572+0+0/resize/2048x1610!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F5a%2F0d%2Fc20564e34f07bdb67ec2b8dee947%2F188n10610-bj7wb-01-a.jpg
363,Jacopo di Cione,"Madonna Nursing the Christ Child with Saints Lawrence and Margaret; Predella: the Man of Sorrows, Mater Dolorosa, and Saint John the Evangelist, with two coats of arms",New York,USD,2021,False,True,189000.0,300000.0,500000.0,Old Masters,The Collection of Hester Diamond Part I,https://sothebys-md.brightspotcdn.com/dims4/default/751d9cd/2147483647/strip/true/crop/1391x2000+0+0/resize/2048x2945!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ff1%2Fb2%2F9c8c562f4ebbbfec74ef86d8414d%2F030n10610-bj7w7.jpg
364,Joachim Anthonisz. Wtewael,Adoration of the Shepherds,New York,USD,2021,True,False,0.0,1000000.0,1500000.0,Old Masters,The Collection of Hester Diamond Part I,https://sothebys-md.brightspotcdn.com/dims4/default/ad0b742/2147483647/strip/true/crop/2000x1574+0+0/resize/2048x1612!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F98%2Fc9%2Fe34209ff460b960a3151b6e8aa2e%2F048n10449-bj7wn-a.jpg
365,"Alessandro Fei, called Alessandro del Barbiere",The Flagellation of Christ,New York,USD,2021,False,True,65520.0,80000.0,120000.0,Old Masters,The Collection of Hester Diamond Part I,https://sothebys-md.brightspotcdn.com/dims4/default/1e6e5e9/2147483647/strip/true/crop/1504x2000+0+0/resize/2048x2723!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fee%2F16%2F7c477cc8469499fac8ad3445db3f%2F192n10610-bj7vy-01-a.jpg
366,Roberto d'Oderisio,Crucifixion with the Virgin and Saint John the Evangelist,New York,USD,2021,False,True,403200.0,400000.0,600000.0,Old Masters,The Collection of Hester Diamond Part I,https://sothebys-md.brightspotcdn.com/dims4/default/b7490dd/2147483647/strip/true/crop/1474x2000+0+0/resize/2048x2779!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F9d%2F61%2F9bf0d7a843c891b997dd3103dfff%2F014n10610-bj7wf.jpg
367,"Jacopo da Ponte, called Jacopo Bassano",Deposition of Christ,New York,USD,2021,False,False,0.0,300000.0,500000.0,Old Masters,The Collection of Hester Diamond Part I,https://sothebys-md.brightspotcdn.com/dims4/default/3362ecb/2147483647/strip/true/crop/1822x2000+0+0/resize/2048x2248!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F0d%2Fb0%2F04603edf4010ac8439a80c5399ce%2F191n10610-bj7vj-01-a.jpg
368,School of Bruges,"Virgin and Child, from an illuminated Book of Hours",New York,USD,2021,False,True,52920.0,60000.0,80000.0,Old Masters,The Collection of Hester Diamond Part I,https://sothebys-md.brightspotcdn.com/dims4/default/4827dff/2147483647/strip/true/crop/1352x1814+0+0/resize/2048x2748!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F6c%2Ffa%2F17f9b7904a7da939cd0afc70a6bd%2F020n10610-bj7vw-a.jpg
369,Francesco de' Franceschi,St. Jerome in the wilderness with a lion,New York,USD,2021,False,True,352800.0,200000.0,300000.0,Old Masters,The Collection of Hester Diamond Part I,https://sothebys-md.brightspotcdn.com/dims4/default/f823a11/2147483647/strip/true/crop/1498x2000+0+0/resize/2048x2734!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F30%2Fe0%2F6fd921a840959b8cebc2a7de2d74%2F190n10610-bj7w9-05b-a.jpg
370,"Giovanni Francesco di Niccolò di Luteri, called Dosso Dossi",The Plague at Pergamea; The Sicilian Games,New York,USD,2021,False,True,6238800.0,3000000.0,5000000.0,Old Masters,The Collection of Hester Diamond Part I,https://sothebys-md.brightspotcdn.com/dims4/default/67621b4/2147483647/strip/true/crop/2000x1484+0+0/resize/2048x1520!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F02%2Fdc%2Fc710abb648a2a1b9c0f0b3d910b8%2F034n10610-bj7vx-combined2.jpg
371,Federico Barocci,"Saint Joseph, a head study for the Visitation Altarpiece",New York,USD,2021,False,True,746000.0,600000.0,800000.0,Old Masters,The Collection of Hester Diamond Part I,https://sothebys-md.brightspotcdn.com/dims4/default/9ce01e8/2147483647/strip/true/crop/1425x2000+0+0/resize/2048x2874!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F8f%2F67%2F69003b7d475090e8f493bae17c16%2F028n10610-bj7vh-a.jpg
372,Master of the Lille Adoration,St. Jerome in his study,New York,USD,2021,False,False,0.0,200000.0,300000.0,Old Masters,The Collection of Hester Diamond Part I,https://sothebys-md.brightspotcdn.com/dims4/default/341d1f3/2147483647/strip/true/crop/1555x2000+0+0/resize/2048x2634!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F69%2F78%2Ffb27769548fda0bbf87cd08e5db4%2F193n10610-bj7wg-03-a.jpg
373,Pieter Coecke van Aelst,"A triptych: The Nativity, The Adoration of the Magi, The Presentation in the Temple",New York,USD,2021,False,True,3166000.0,2500000.0,3500000.0,Old Masters,The Collection of Hester Diamond Part I,https://sothebys-md.brightspotcdn.com/dims4/default/7efbf01/2147483647/strip/true/crop/2000x1426+0+0/resize/2048x1460!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F27%2F60%2Fc62fab2c4e5a8a9b5c65b8810985%2F011n10610-bj7vs-03.jpg
374,Nikolaos Tzafouris,"Sudarium (St. Veronica's Veil), St. George slaying a dragon, St. Francis of Assisi, St. Anthony of Padua, the Deesis: a triptych",New York,USD,2021,False,True,138600.0,150000.0,200000.0,Old Masters,The Collection of Hester Diamond Part I,https://sothebys-md.brightspotcdn.com/dims4/default/0d63637/2147483647/strip/true/crop/2000x1161+0+0/resize/2048x1189!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fcb%2F4b%2F776dd10643ada8c55a7195a41f73%2F018n10610-bj8by.jpg
375,Rachel Ruysch,"Still life with flowers in a vase on a ledge with a dragonfly, caterpillar, and butterfly",New York,USD,2021,True,True,2198000.0,1000000.0,1500000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/e5ac32d/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F6c%2F09%2Fe73f324a42ad82db20deae82bd1a%2Fn10607-32-web.jpg
