,Artist,Title,Location,Date,Signed,Sold,Selling Price,Estimate,Category,Auction Name,Image
271,Gerrit Adriaensz. Berckheyde,"The Oudezijds Heerenlogement, on the confluence of the Grimburgwal and the Oudezijds Voorburgwal, Amsterdam | 《烏德齊耶茲・希倫胡辛旅館，格林伯格瓦爾運河與奧德澤茲・沃爾伯格瓦運河交匯處，阿姆斯特丹》",London,2021,True,True,"680,500 GBP","300,000 - 500,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/d59b5d7/2147483647/strip/true/crop/2000x1522+0+0/resize/2048x1559!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fbc%2Fda%2Fcb8f8d3c49fe827994983e3d47de%2Fl21033-bs3wn-01new.jpg
272,"William Hodges, R.A.","View of Port Louis, Mauritius from the sea | 《海中眺望毛里求斯路易港》",London,2021,False,True,"189,000 GBP","100,000 - 150,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/34edc67/2147483647/strip/true/crop/2000x1409+0+0/resize/2048x1443!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F84%2F8b%2F1ac5946c4992916262284c9d8289%2Fl21033-6c7mz-01.jpg
273,"Danube School, Lower Austria, 1515",The Legend of the Four Crowned Martyrs | 《四加冕殉教者之傳說》,London,2021,False,True,"176,400 GBP","100,000 - 150,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/629b06c/2147483647/strip/true/crop/2000x986+0+0/resize/2048x1010!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F2b%2F06%2F8bfb470347499378e0701b87e7f3%2Fl21033-bv2cw-01-a.jpg
274,Godfried Schalcken,"Portrait of a girl, three-quarter length, wearing a pink silk dress and blue wrap, with a parrot in a forest landscape | 《穿粉紅絲綢連衣裙、披藍色披肩、手托鸚鵡的少女的大半身肖像與森林景觀》",London,2021,True,False,N/A,"60,000 - 80,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/6cc8dbd/2147483647/strip/true/crop/1601x2000+0+0/resize/2048x2558!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F60%2Fe5%2Fd182d10d44c9831fb5709de04c03%2Fl21033-btj4z-01-a-post-restoration-cropped.jpg
275,"North Netherlandish School, circa 1525",Saint Augustine and Saint Odilia | 《聖奧古斯丁與聖奧迪利亞》,London,2021,False,False,N/A,"150,000 - 200,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/45e2ee7/2147483647/strip/true/crop/1392x2000+0+0/resize/2048x2943!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb1%2F56%2Fb4b5bd66465ba414b47857fc4b8e%2Fl21033-bmm6w-01.jpg
276,Hugh Douglas Hamilton,"Triple portrait of Emma, Lady Hamilton (1765–1815), as the three Muses | 《裝扮成三位繆斯的愛瑪・漢密爾頓夫人（1765–1815年）肖像》",London,2021,False,True,"620,000 GBP","400,000 - 600,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/5b643f5/2147483647/strip/true/crop/2000x1656+0+0/resize/2048x1696!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F91%2F92%2F310d968146dea338f4f5c0acc513%2Fl21033-5qrjj-01.jpg
277,"Follower of Lucas Cranach the Elder, early 17th Century",Venus with Cupid stealing honey | 《採蜜的維納斯與丘比特》,London,2021,False,True,"201,600 GBP","60,000 - 80,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/3805e33/2147483647/strip/true/crop/1336x2000+0+0/resize/2048x3066!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F48%2F0d%2F86e4a89c4c0aa1a200fb827ae00d%2Fl21033-7b35t-01-a.jpg
278,Adriaen Isenbrant,The Crucifixion |《十字架苦像》,London,2021,False,True,"644,200 GBP","200,000 - 300,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/9dcf592/2147483647/strip/true/crop/1590x2000+0+0/resize/2048x2576!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F3b%2Fe6%2Fa31700bb47409e182f6ac40ed792%2Fl21033-97k7j-01.jpg
279,François Boucher,Le départ pour la pêche | 《出發捕魚》,London,2021,True,True,"201,600 GBP","150,000 - 200,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/e904667/2147483647/strip/true/crop/1668x2000+0+0/resize/2048x2456!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F49%2F36%2Fcce0ba1d4dc4816e28e332917369%2Fl21033-bxpgv-01-post-restoration.jpg
280,Willem Kalf,"Still life with a Chinese ginger jar, silver, objects of vertu, a cut melon, bread, a paper packet in a porcelain bowl, and a pink rose, all on a table draped with a Persian carpet | 《靜物：桌上的瓷薑罐、古董銀器、切開的蜜瓜、麵包、瓷碟上的紙捲與粉紅玫瑰，桌面鋪波斯毛毯》",London,2021,True,True,"1,467,000 GBP","800,000 - 1,200,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/c56e53a/2147483647/strip/true/crop/1643x2000+0+0/resize/2048x2493!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fa6%2F0a%2F55451aab4712a233d9af21177f8c%2Fl21033-9lhxg-01-a-post-restorationcrop.jpg
281,Hendrick van Steenwijck the Younger and Cornelis van Poelenburch,The Interior of a Gothic Church | 《哥德式教堂內部》,London,2021,True,False,N/A,"100,000 - 150,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/b3d0630/2147483647/strip/true/crop/2000x1471+0+0/resize/2048x1506!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F43%2F8d%2F89b8ba484a218cf9935d819d7996%2Fl21033-5pffz-01-a.jpg
282,Jan van Kessel the Elder,A still life of spring flowers in a glass vase on a table | 《靜物：桌上玻璃瓶中的春日花卉》,London,2021,True,True,"289,800 GBP","120,000 - 180,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/190737e/2147483647/strip/true/crop/1438x2000+0+0/resize/2048x2848!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F32%2F68%2Fa162bd434a8888b54ff11b0a75c6%2Fl21033-7b37k-01-a.jpg
283,Ambrosius Bosschaert the Elder,"Floral still life including tulips and roses, in a glass beaker upon a stone ledge | 《靜物：石架上的玻璃瓶花、鬱金香與玫瑰》",London,2021,False,False,N/A,"700,000 - 1,000,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/92f4690/2147483647/strip/true/crop/1446x2000+0+0/resize/2048x2833!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F36%2F45%2Fe11e870f4617822037deec0d6edb%2Fl21033-7b33d-01-a.jpg
284,"Follower of Rogier van der Weyden, circa 1500","A portable triptych: The Crucifixion with Saints John, Mary and a companion (central panel); Saint Veronica and a companion (left wing); Saint Mary Magdalene and a companion (right wing) | 《小型三聯作：十字架苦像與聖約翰、瑪利亞及同伴（中央畫板）；聖韋羅尼加與同伴（左翼）；聖抹大拉的馬利亞與同伴（右翼）》",London,2021,False,False,N/A,"100,000 - 150,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/79388a2/2147483647/strip/true/crop/2000x1288+0+0/resize/2048x1319!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ff7%2Fa8%2F8a7344b4441b9e34a88ca4caef55%2Fl21033-97k6l-02.jpg
285,Jan Brueghel the Elder,A wooded estuary with a ferry and fishermen selling their catch | 《樹木繁茂的河口、渡船與售賣漁獲的漁夫》,London,2021,True,True,"644,200 GBP","300,000 - 500,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/57f7aca/2147483647/strip/true/crop/2000x1992+0+0/resize/2048x2040!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F4d%2F55%2Fc7da68ac47f2a46ea2f61e73258f%2Fl21033-7b2pt-01-a.jpg
286,Juan de Arellano,"A pair of floral still lifes, in lapis and bronze vases on stone plinths | 《靜物畫一對：石基座上的青銅鑲青金石瓶花》",London,2021,True,True,"151,200 GBP","120,000 - 180,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/e1f9c8f/2147483647/strip/true/crop/2000x1183+0+0/resize/2048x1211!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F32%2F84%2F3e1fa75647f1ae6d7af403299603%2Fl21033-bkxyj-01-a-comp-a-combined.jpg
287,Herri met de Bles,Landscape with Saint Jerome | 《聖杰羅姆與風景》,London,2021,False,False,N/A,"100,000 - 150,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/fb64409/2147483647/strip/true/crop/2000x1480+0+0/resize/2048x1516!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fa0%2Fc6%2F9acde238485f99018085827e6c1f%2Fl21033-bm48g-01-a.jpg
288,Girolamo Mazzola Bedoli,The Virgin and Child enthroned with a bishop saint and Saint Francis | 《聖母與聖嬰加冕，主教聖人及聖方濟各在旁》,London,2021,False,True,"182,700 GBP","150,000 - 200,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/ab9efb2/2147483647/strip/true/crop/1339x2000+0+0/resize/2048x3059!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F8f%2Fd2%2F4413083a4e5496b7ed7a2b005bd2%2Fl21033-bdyyv-01.jpg
289,"Michele Tosini, called Michele di Ridolfo del Ghirlandaio","Portrait of a man, seated, with his dog |《坐著的男子與一隻小狗》",London,2021,False,False,N/A,"400,000 - 600,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/fbad61a/2147483647/strip/true/crop/1487x2000+0+0/resize/2048x2755!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd4%2F86%2Feb4832a041c0a57c23e85178bc8d%2Fl21033-bvjhn-01-a.jpg
290,Anton Mirou,Landscape with a view of Bad Schwalbach in the Taunus | 《陶努斯山巴特施瓦爾巴赫景觀》,London,2021,True,False,N/A,"100,000 - 150,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/a638827/2147483647/strip/true/crop/2000x1404+0+0/resize/2048x1438!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F9a%2F8a%2F0d8875b14568999cff230ac10aa9%2Fl21033-7b37n-01-a.jpg
291,Christoph Paudiss,Homer and his Muse | 《荷馬與他的繆斯》,London,2021,False,False,N/A,"150,000 - 200,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/a14a3d7/2147483647/strip/true/crop/1753x2000+0+0/resize/2048x2337!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F67%2Fa0%2F1b73201141809e65d98be7cd5ca4%2Fl21033-bwss2-01-a.jpg
292,Fede Galizia,Still life of peaches on a fruit stand with jasmine flowers and a tulip | 《靜物：果盤上的水蜜桃、茉莉花與鬱金香》,London,2021,False,True,"438,500 GBP","400,000 - 600,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/c81f4ee/2147483647/strip/true/crop/2000x1496+0+0/resize/2048x1532!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F7f%2F1b%2Fa2bb5b8e4eb5ae22e87e7b4d42ba%2Fl21033-bxj7c-01.jpg
293,Jacobus Vrel,A view along a town street with figures | 《城巷人物景觀》,London,2021,False,True,"352,800 GBP","200,000 - 300,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/dc61b4e/2147483647/strip/true/crop/1556x2000+0+0/resize/2048x2632!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd4%2F27%2F40b2bd214164809fd05a40349baf%2Fl21033-bvrv4-01-a.jpg
294,"Sir Henry Raeburn, R.A.","Portrait of Douglas Hamilton, 8th Duke of Hamilton (1756–1799) | 《漢密爾頓公爵八世道格拉斯・漢密爾頓（1756–1799年）的肖像》",London,2021,False,False,N/A,"200,000 - 300,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/8086dc8/2147483647/strip/true/crop/1667x2000+0+0/resize/2048x2457!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F01%2F8f%2F6672362d40cd8ce1e40939c5b65a%2Fl21033-5qrgb-01-a.jpg
295,Jan Brueghel the Elder,"A lavish still life of many flowers in a terracotta vase resting on a wooden ledge, flanked by a clump of cyclamen and scattered diamonds and sapphires | 《靜物：木檯上赤陶瓶中的絢爛花卉，伴一簇仙客來、幾顆鑽石及藍寶石》",London,2021,True,False,N/A,"2,500,000 - 3,500,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/4c49597/2147483647/strip/true/crop/1575x2000+0+0/resize/2048x2601!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F0a%2Fb1%2F53458b1f432ca2c57878a1064461%2Fl21033-btw86-01-cropped.jpg
296,Jan Davidsz. de Heem,"Still life with flowers in a glass vase, a lemon, an ear of corn, with a snail and butterflies beside a skull | 《靜物：玻璃瓶花與檸檬、玉米穗、蝸牛和骷髏旁的蝴蝶》",London,2021,True,True,"176,400 GBP","80,000 - 120,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/1898b99/2147483647/strip/true/crop/2000x1449+0+0/resize/2048x1484!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F58%2F83%2Fa19e58334a15aa09c6e799dc3d27%2Fl21033-brpwg-01.jpg
297,"Antwerp School, 1530s","The Flight into Egypt, in a mountainous river landscape | 《逃往埃及，山河景觀》",London,2021,False,True,"201,600 GBP","100,000 - 150,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/dfa6554/2147483647/strip/true/crop/2000x1520+0+0/resize/2048x1556!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fc9%2Fff%2F72774caa4ddc8973adf7b52516c5%2Fl21033-97k4w-01-a.jpg
298,"Benjamin West, P.R.A.","Portrait of Prince William, later King William IV of Great Britain (1765–1837), when a midshipman, in naval uniform standing on the deck of HMS Prince George | 《身穿海軍服、站在威爾斯親王號戰艦上、時為見習船員的威廉王子肖像，後為英王威廉四世（1765–1837年）》",London,2021,False,True,"302,400 GBP","200,000 - 300,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/ed75e23/2147483647/strip/true/crop/1589x2000+0+0/resize/2048x2578!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F54%2F2e%2F221760d140a693df96bfd2b97110%2Fl21033-bqpd8-01-a.jpg
299,"An extensive Meissen part dinner and dessert service, circa 1765-1780, Academic and Marcolini Periods",,London,2021,False,False,N/A,"80,000 - 120,000 GBP",Old Masters,Treasures,https://sothebys-md.brightspotcdn.com/dims4/default/481acab/2147483647/strip/true/crop/2000x1498+0+0/resize/2048x1534!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F51%2F87%2F08d61bc84521a01b7824c88dc2e4%2Fl21303-bx7yx-16.jpg
300,"A gold-mounted hardstone, burgau and shell 'Steinkabinett'-Tabatiere, Johann Christian Neuber, Dresden, circa 1785",,London,2021,False,True,"302,400 GBP","250,000 - 350,000 GBP",Old Masters,Treasures,https://sothebys-md.brightspotcdn.com/dims4/default/24f39af/2147483647/strip/true/crop/2000x1705+0+0/resize/2048x1746!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F62%2Ff7%2F444fbfb1449f88a8819188d23988%2Fl21303-bpckz-12.jpg
301,"A George III gilt-brass quarter striking musical automaton table clock for the Chinese market, William Hughes, London, circa 1775",,London,2021,True,False,N/A,"60,000 - 80,000 GBP",Old Masters,Treasures,https://sothebys-md.brightspotcdn.com/dims4/default/57a2f5a/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb6%2Fbb%2F58412b3e4074b791f1cb23c2c632%2Fl21303-bvbcy-01.jpg
302,"A Highly Important and Monumental Imperial Presentation Porcelain Plaque, Imperial Porcelain Factory, St Petersburg, Period of Nicholas I (1825-1855), 1852",,London,2021,True,True,"595,800 GBP","300,000 - 500,000 GBP",Old Masters,Treasures,https://sothebys-md.brightspotcdn.com/dims4/default/2556fb2/2147483647/strip/true/crop/1750x2000+0+0/resize/2048x2341!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fa9%2Fbc%2Fa713701748cabe863b57173b1ed2%2Fl21303-bk6b5-02.jpg
303,"A late George II carved mahogany architectural bookcase, circa 1760",,London,2021,False,True,"63,000 GBP","50,000 - 100,000 GBP",Old Masters,Treasures,https://sothebys-md.brightspotcdn.com/dims4/default/ec80359/2147483647/strip/true/crop/1443x2000+0+0/resize/2048x2839!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F2d%2Fb3%2F2835c76b4f0d98f3ba9d8daf2834%2Fl21303-bvqqz-17-reup.jpg
304,"A matched pair of massive Victorian silver pilgrim bottles and covers , one John Bodman Carrington for Carrington & Co., 1892, the other Sebastian Garrard for R. & S. Garrard & Co., 1901, both London",,London,2021,False,False,N/A,"150,000 - 200,000 GBP",Old Masters,Treasures,https://sothebys-md.brightspotcdn.com/dims4/default/341982e/2147483647/strip/true/crop/1835x2000+0+0/resize/2048x2232!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F48%2F07%2F0074029d417880ccf5bdb472495f%2Fl21303-bx6fz-04.jpg
305,"John Mottram: A George III gilt-brass paste-set musical automaton table clock for the Chinese market, London, circa 1790",,London,2021,False,True,"277,200 GBP","250,000 - 350,000 GBP",Old Masters,Treasures,https://sothebys-md.brightspotcdn.com/dims4/default/3ee5fdf/2147483647/strip/true/crop/1499x2000+0+0/resize/2048x2732!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F91%2Fd3%2F2fb0fce143dcb483951e45c19e5a%2Fl21303-bvbct-01.jpg
306,"A George III two-manual harpsichord by Jacob Kirkman, London, 1760",,London,2021,False,False,N/A,"40,000 - 60,000 GBP",Old Masters,Treasures,https://sothebys-md.brightspotcdn.com/dims4/default/1167b36/2147483647/strip/true/crop/1799x2000+0+0/resize/2048x2277!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F6c%2F2e%2Ff253978547fb87784d2b4a39a87d%2Fl21303-b4l3h-reshoot-open-02.jpg
307,"A jewelled gold-mounted hardstone snuff box, Johann Christian Neuber, Dresden, circa 1770-1780",,London,2021,True,True,"226,800 GBP","200,000 - 300,000 GBP",Old Masters,Treasures,https://sothebys-md.brightspotcdn.com/dims4/default/256f39f/2147483647/strip/true/crop/2000x2104+0+0/resize/2048x2154!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb9%2Ff4%2Fbdf592a24c40a23d5f06f640b284%2Fl21303-bljzp-1.jpg
308,"A George III silver mirror plateau in six sections, Benjamin Smith, London, 1807, retailed by Rundell, Bridge & Rundell, with additions, John Bridge of Rundell, Bridge & Rundell, undated, 1823-1834",,London,2021,False,False,N/A,"50,000 - 80,000 GBP",Old Masters,Treasures,https://sothebys-md.brightspotcdn.com/dims4/default/c9eb9cd/2147483647/strip/true/crop/2000x1176+0+0/resize/2048x1204!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F72%2Faf%2Faa6bc2334f29a2492a20ed1f86ae%2Fl21303-bth9k-09.jpg
309,"French, Paris, circa 1700 | Apollo and the Python",,London,2021,False,True,"252,000 GBP","200,000 - 300,000 GBP",Old Masters,Treasures,https://sothebys-md.brightspotcdn.com/dims4/default/d4dda8c/2147483647/strip/true/crop/1600x2000+0+0/resize/2048x2560!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F46%2Ff8%2F1c688fc24037b83719c53b6dd05d%2Fl21303-9g85s-1.jpg
310,"A Royal pair of George IV gilt-lacquered-bronze and parcel-gilt rosewood bedside cupboards , supplied to George IV for Windsor Castle by Morel & Seddon in 1828",,London,2021,False,False,N/A,"40,000 - 60,000 GBP",Old Masters,Treasures,https://sothebys-md.brightspotcdn.com/dims4/default/6448f75/2147483647/strip/true/crop/2000x1978+0+0/resize/2048x2025!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F18%2Fea%2F77d073174c04a1107963d6ba4d48%2Fl21303-bwcp2-02.jpg
